,INTERCEPT_COEFS
480,-1.4941158851574252
481,-0.316798315215285
482,-1.216988003504102
483,-1.0428026055490793
484,-0.691977616730689
485,-0.3693484009072655
486,5.676745986369665
487,1.673043939649631
488,0.10342214207429912
489,-0.5875253803914916
490,1.5612685673558893
491,-1.0165850017508826
492,-0.2380018429855262
493,0.23231180350386094
494,5.401698665477016
495,1.1228234499962326
496,-2.2228919128173734
497,-2.3267112506529104
498,2.3443248313138816
499,-0.24770113742943448
500,7.126851623232975
501,-0.23336666409893814
502,-0.4787919334317975
503,-2.496012412496764
504,-1.091678704226561
505,-1.1810135697960018
506,3.0562685790095285
507,1.0636226108759759
508,5.360235125211883
509,-0.7653349661320068
510,-0.747538476753013
511,-0.69550426892107
512,0.5335194356121884
513,-1.3247170217505944
514,-1.5007122574481377
515,-2.1614914194185437
516,0.30932064268812776
517,0.725208873862303
518,0.3309114352774142
519,-1.0284642719480426
520,0.9414970595636788
521,0.12383932239400403
522,-1.5987543467660257
523,1.0901847886909908
524,-0.026602145336465467
525,-0.00955767655722929
526,-1.9341292924191062
527,2.4212913695449316
528,-1.0997402471227349
529,-0.9899130609778894
530,0.19289667746414588
531,-0.42026600184261115
532,-0.8988470412780002
533,0.24067876017803264
534,-0.3645061226473231
535,-0.9024237765597161
536,-0.2503650776333268
537,-1.017866048935712
538,-1.6359855415482982
539,0.016228254039818344
540,1.7853807711350018
541,-0.14057910517994351
542,0.7742355429604499
543,-0.768274139276981
544,-0.9212421668055553
545,0.7211197495606296
546,3.562335206729339
547,5.801272728845591
548,-0.037487311484427216
549,-0.5266855930470175
550,0.19258365313455927
551,1.9548650984758646
552,2.9539239646418247
553,-0.7005384396478268
554,-0.2683594877747386
555,1.5213380332188633
556,0.661099692014066
557,-2.1791927302178378
558,-0.39989764132119393
559,0.9605764582957994
560,2.4100951340433054
561,-0.1808402224641045
562,-0.7498768441498037
563,-0.49408412553303915
564,3.1242383479009055
565,-1.6534285700914477
566,-1.275930566481333
567,-0.38561147505709753
568,-1.3483812791814747
569,-0.08246344577059639
570,0.22197250941800223
571,0.07761782074031735
572,0.9470935997572597
573,0.008398768499677243
574,0.7725784091683603
575,1.6566769444031049
576,-2.2750719509765274
577,-1.9610999469217645
578,0.13064847744299912
579,-1.040409801769837
580,0.9947539262996171
581,0.010148509209614258
582,-1.7674835251163004
583,0.10077805199735658
584,-2.537408432895432
585,2.030348890885342
586,0.028287091686603285
587,-1.352483200318874
588,0.3337527700143936
589,0.187962688750939
590,0.2084611441714269
591,2.1134108541955094
592,2.1370881795688246
593,0.27219389948402184
594,0.1751340191097947
595,0.3088219597828803
596,-1.8021523537058863
597,-1.597328324849824
598,0.41474611670053335
599,-0.9988119263915417
600,0.4779358784650706
601,4.484085935403566
602,6.173941905040702
603,-0.796090056719807
604,1.4905918481173612
605,-1.3894441693090593
606,-0.23256926764911776
607,2.880346248752176
608,0.6841946223702794
609,-0.4817612941821202
610,1.1831899984333962
611,3.562743785781708
612,-0.03549203918721979
613,1.9201133590003043
614,-1.1282122265022552
615,0.007150725171654034
616,-0.6620438043355086
617,1.0806399886271452
618,0.1304952493689472
619,-0.5652329627161449
620,-0.8089619178453049
621,-0.8102707704152129
622,0.6157285935489919
623,-1.1750028077798653
624,-0.11911018731198246
625,-0.38496063179655915
626,-0.1427123652872797
627,-2.93761679394316
628,-0.22877783926535705
629,1.2916607658392747
630,0.43761573126866793
631,0.16765912526655138
632,-0.49204335938336236
633,-1.2592127425848347
634,0.19833761276532214
635,-0.7649020046481466
636,-0.28353643667853795
637,0.11926210313532751
638,0.046474287802612736
639,1.1103365299634298
640,0.08092736161084045
641,-0.449271094396383
642,-0.4382639691164529
643,0.377758133869368
644,0.47556786962272407
645,-1.1243927626386088
646,0.3021780104743945
647,-2.925223271450826
648,-2.0137968909989405
649,-1.8366028730900434
650,-1.4752888494405076
651,-0.8455229959564207
652,-0.785781492482098
653,-0.727442172472302
654,-1.2088590086644722
655,-1.5807945829992711
656,-1.4945993479733763
657,-1.3071262064772908
658,-1.0721799912397594
659,-0.42273270921726136
660,0.2626547137675707
661,0.779356304931133
662,0.7358424853769563
663,0.7611073428007581
664,0.725198313948329
665,1.1172657461392508
666,0.48466857408860975
667,-2.104809867487017
668,-1.6637809695097798
669,0.27827630717588137
670,0.2703189828367351
671,-0.49979418347551524
672,-4.448629467481646
673,-3.9551380876776228
674,-2.550163278436696
675,-1.925415073896338
676,-1.0162931007497977
677,-0.9061761793739991
678,-0.12153708112958789
679,0.13200344535686465
680,0.08033639880350894
681,0.4813913505570069
682,0.7018166683595274
683,0.4925022479253733
684,0.7210397218399942
685,0.985411742081322
686,1.0941737129896016
687,0.8573306793059349
688,0.01679888752251479
689,-0.12739352586950875
690,0.4089850102510695
691,-0.8930260198586778
692,-2.991579426925106
693,0.2180994168667647
694,-3.475527391560105
695,-1.30339307784604
696,0.7931631118011854
697,0.24933476758541626
698,0.5825379164881367
699,-0.910747827759173
700,-3.7922069040429927
701,-1.6287826681509503
702,0.3533824433192021
