,INTERCEPT_COEFS
422,-1.5209551711033948
423,2.543548640049533
424,-1.5053825704285175
425,-3.51340619332526
426,1.664094830826645
427,-1.6762459224917423
428,-0.4880331128865456
429,1.4873858848373696
430,-2.254001266815584
431,0.5770032237934857
432,3.505003307158042
433,-0.506113035734936
434,0.07436298124537122
435,0.8017434644897563
436,1.3817318180518008
437,-0.32524423152559
438,0.09147308617511532
439,-0.35485961509756087
440,1.4070364753743452
441,-2.7030043016375114
442,0.7466032360354385
443,-0.37288208534469114
444,-1.2788409075446494
445,-2.870469487801427
446,-0.2628363461376699
447,2.001315981269436
448,-1.0801414597636592
449,-0.12859076830293323
450,-1.1095711550331606
451,0.46793204904545627
452,-0.7677325746444367
453,-1.5288475175112752
454,-0.8009913246426982
455,-0.4290642493582697
456,-1.3696698856937082
457,-1.237180021453057
458,-0.8758621416688211
459,-0.21274524582001697
460,-1.61878153889971
461,-0.2521500503360692
462,0.807185805848742
463,2.1666224874648874
464,0.86154921126877
465,-1.0241114136900673
466,-2.295705617376964
467,8.243200308424301
468,-1.8798512241537384
469,1.8457244546063
470,1.849432036420408
471,-1.026623569817205
472,-1.1361590229699938
473,-0.5214005744600558
474,-1.179613927699638
475,-1.6709558175100312
476,-0.9795360754208311
477,1.1531140904287236
478,-0.722351665583616
479,-1.251533096092108
480,-1.706246307532394
481,-2.7358293194672134
482,-0.6532286878471947
483,-1.8253196969491658
484,-1.4664925796033266
485,-1.1798592106065136
486,-0.5730704535727167
487,7.336321311315168
488,2.2755803860138646
489,-0.5532060405330647
490,-0.8919915216176973
491,1.1914017352016242
492,-0.9529522970913344
493,-0.04529279328922399
494,0.0
495,6.751095505119104
496,1.7713577174077573
497,-2.2446083777853594
498,-3.5347008596598504
499,3.202531833673547
500,-0.14896624409005021
501,8.74511054707788
502,-0.715742675759078
503,-0.6534627330596445
504,-3.233111009156403
505,-1.3321702786565952
506,-1.3823233220687523
507,3.1183725398485307
508,2.004184860571552
509,7.080495303128227
510,-0.8546716328870355
511,-0.656572110215767
512,-1.2328912918308135
513,0.4652577746577661
514,-1.5909154949558517
515,-1.630993705734603
516,-2.048641628838077
517,0.5510406596442904
518,0.8152437418280588
519,0.004809503755607064
520,-0.5512057639111888
521,0.7610726560607604
522,0.0
523,-1.5526290470296362
524,1.9155258809391875
525,-0.5386783725001079
526,0.0
527,-2.374661750068092
528,2.4313658312698836
529,-1.320249962316355
530,-0.6195007977408473
531,-0.1855897523402128
532,-0.04516861569279422
533,-0.9291881546161704
534,0.23102224695628742
535,-0.7943067838872141
536,-0.5131865679095468
537,-0.20206500156815657
538,-0.42933106251945724
539,-2.171886766202845
540,0.3842457565405021
541,1.8473256985968236
542,-0.3917532969859785
543,0.9048815672331373
544,-0.7002260025676544
545,-1.6682159142679598
546,0.3831864138170513
547,4.74375038106579
548,7.68491473979216
549,0.0
550,-0.5407176279076381
551,0.28853667092189766
552,2.6134071955776914
553,3.3552013525545035
554,-1.2841607734785339
555,-0.4360671863682654
556,1.551024252211644
557,0.8726058543788188
558,-3.1004506713916546
559,-0.5010168357002037
560,0.5505543400719821
561,3.0616458377155644
562,-0.2690804542528321
563,-0.7206178919101777
564,-0.676829971689092
565,3.8035820845958344
566,-1.7517267675384782
567,-2.310576197068466
568,-0.7338556614546703
569,-1.4898827436706408
570,0.04099342530636222
571,0.11377370743945175
572,0.3707300089997598
573,1.7802358657233495
574,0.24213998500884995
575,0.6551974106742429
576,2.270013744845019
577,-2.6242069191939987
578,-2.1246502397164218
579,0.5861949971051407
580,-0.2310805182461093
581,1.691581324829526
582,0.0
583,-1.7817159682226045
584,0.0013619487740182483
585,-3.31423566176352
586,3.1192712351864786
587,0.0
588,-1.6112797187578967
589,0.6118932585288421
590,0.0
591,0.0
592,2.40472919726056
593,3.0939608825449496
594,0.3852437258317824
595,-0.07592396836495421
596,1.0657473517936664
597,-2.0293166595017538
598,-1.1629329470954974
599,0.34514053967036895
600,-1.4755077484637198
601,0.6992813426754505
602,5.7947633897033395
603,8.029554475522133
604,-0.9766917706158638
605,1.7374163365221151
606,-1.8030047054726712
607,-0.9025322362112116
608,4.09414676897769
609,0.8610907310481285
610,-1.1582011157791912
611,2.0686114572164733
612,4.558945071153835
613,-0.13487077267410366
614,2.818153798289518
615,-1.2155647776201508
616,0.0
617,-0.6563274003832051
618,0.9048127849160688
619,0.10462835021249384
620,-1.617802052097264
621,-1.4253564865297792
622,-0.5034978804903575
623,0.8626192995425815
624,-1.6320325279352454
625,-0.5873310699439263
626,-0.21628932706011572
627,-1.1508450678253666
628,-3.359037278523352
629,-0.07194794281534467
630,1.6910256749792192
631,0.39492969361733726
632,-0.017799182035671077
633,-0.6336397976609845
634,-1.1025935865974053
635,-0.26042330835552735
636,-1.1145445808106162
637,-0.4349159388325359
638,-0.1822560526068167
639,-0.06133272613074637
640,0.8231129242192072
641,0.5616467221045297
642,-0.7526569660845552
643,-0.5011362044500522
644,0.3333687089518258
645,0.08913705144745956
646,-1.7168093547472372
647,0.24524827941579935
648,-3.8165150473150873
649,-2.7802802473182635
650,-2.335932507124527
651,-1.6039939305037771
652,-0.9117222106219788
653,-0.6669979467206286
654,-0.8642211718884361
655,-1.2176559045457984
656,-1.6357351222832546
657,-1.5707615433799267
658,-1.8147029825079288
659,-1.3733169853718623
660,-0.5973817571882568
661,0.46230367847692416
662,0.5474329338874369
663,1.088357122975032
664,0.9280836131306025
665,0.9313454918916014
666,1.0345661005016469
667,0.619504870399477
668,-2.481226155335029
669,-2.3186581035820466
670,-0.4660627670445169
671,0.0
672,-0.39602274918008357
673,-4.629750404047736
674,-3.8375410417078584
675,-2.766922006618344
676,-1.9130493208210573
677,-1.0680228057330763
678,-0.8847031506937899
679,-0.22588549505291186
680,0.0
681,0.29656026865033946
682,0.414634209996714
683,0.5711582970191732
684,0.5176472972024464
685,0.7416796629537451
686,1.1419350664815482
687,0.8388696336541283
688,0.7445433703815139
689,-0.42163411182898497
690,-0.34690500224273674
691,-0.04209322879687174
692,-0.8795720207052925
693,-3.751698548531825
694,0.2533629697225408
695,-4.047175036888286
696,-1.482636455353713
697,0.2680731601070106
698,0.3397841727695392
699,0.2774161567916903
700,-1.03901124161949
701,-4.83183795760893
702,-2.1962890570102136
703,0.3816154459684406
704,0.7398715898074911
705,-0.10776980717267884
706,0.39139678376268583
707,-3.439183337776975
708,1.602763165846466
709,3.132984011664715
710,3.8279929851197436
711,1.30332025473089
712,-0.4009392264135077
713,-0.3748874979477102
714,1.5704675351769266
715,1.3535823368124895
716,1.8343299928757635
717,-0.31498632061338877
718,-2.1764272236310966
719,-3.5215068975793065
720,0.5668060387760809
721,-2.577122023937517
722,-2.818677373379621
723,-2.996177274757519
724,-2.801361822637002
725,-3.0514280694863958
726,-3.5323311762166574
727,-2.2082182837153197
728,-1.3170321364591346
729,-0.7165369560854948
730,0.1985555972108535
731,0.6366791309033292
732,2.1569166484578366
733,2.457559042140012
734,0.4572744561113126
735,0.923562011149664
736,2.653507277544951
737,-2.595349108596207
738,-2.3190067661749683
739,-3.3958502132760744
740,-2.646310413253656
741,-1.2504872726346927
742,-1.0794425195287949
743,-1.2402741155059755
744,-0.6754077745159743
745,-0.8662633662586257
746,-0.40688476599445145
747,-5.034691475643512
748,-4.548615315607043
749,-4.1563413264384
750,-4.236958305218171
751,-0.04092562499157233
752,4.306807947937791
753,9.537307514346601
754,5.243304043450183
755,4.565320739997915
756,0.9636307389339269
