,INTERCEPT_COEFS
0,-0.16789258277798544
1,16.06018180056356
2,-16.988706441533203
3,-0.18232872435418118
4,-1.37076403773371
5,-6.1193466938499945
6,-2.3436572439805614
7,-1.4731913631362874
8,0.8804036666568827
9,1.705269823204919
10,-0.8151539474889278
11,-0.6271748243265081
12,-1.0232008924512215
13,-2.0113745758203896
14,0.49175564929840454
15,-3.838954281965578
16,-1.8197495394325787
17,-3.0617400459398723
18,-3.0215307488017387
19,-0.7140718448855641
20,-1.1479957071067588
21,-3.8582444128472693
22,-2.881411434881367
23,2.6825924617743584
24,0.41556821325496707
25,-0.34241212017531913
26,0.9406112010065206
27,0.35419675353019886
28,-0.1739941529867041
29,-0.4917811597949902
30,-2.780253987589187
31,2.814972275165
32,0.07075686868812522
33,-0.9522614430190305
34,-0.7651399576037214
35,1.3797871369215897
36,-0.26684408539645255
37,1.3689346610050852
38,-2.017506759975044
39,-1.9241422409057165
40,0.8028142869287778
41,-0.5553308360887313
42,3.623119323880834
43,0.22189215088642683
44,0.5621697773273284
45,1.3686904861724938
46,3.0166537247681426
47,-1.0075160355919162
48,2.530735191555865
49,-1.5354970217374684
50,-2.495995799801179
51,1.5411289724694284
52,0.7918672278366837
53,1.009557768429346
54,-2.487711736772431
55,-0.9963918666832309
56,0.6798515941197917
57,0.28910372381548394
58,1.9613237792069098
59,2.379116174226274
60,-1.6808604142420172
61,4.989285178870116
62,1.4518849624633428
63,0.0
64,2.2924529863454657
65,-0.14018173288162092
66,-3.3571377214604468
67,-2.419658963732355
68,-1.7021287898109507
69,1.8760395112448678
70,1.890698432441287
71,0.0
72,-1.7143595585981002
73,2.7108179890251076
74,-2.446697387574373
75,2.1044192320014514
76,0.11138412907399531
77,-1.8449755940812163
78,-2.6389779756799903
79,3.639510763336308
80,1.1628322287145543
81,0.994000451034479
82,-0.1521818008032157
83,0.5417252540149442
84,1.552801928001417
85,-3.2669104824746222
86,3.5101783804664892
87,1.1724130911607356
88,1.2383872014373645
89,-1.0253051144875143
90,1.946676526219055
91,-3.45458730116605
92,-2.9419467772387398
93,2.5424287304299957
94,1.3175641709896075
95,1.740422102344229
96,0.006406496627443546
97,0.5772753423074001
98,3.1955830582121414
99,0.2577038324899631
100,3.235088240537731
101,0.8208821494519912
102,3.393851733524023
103,1.2570798607866005
104,-0.20454763455986388
105,0.8895706694883684
106,1.0132756026424485
107,0.37757764491748824
108,2.8942350542392066
109,0.1275838625640859
110,-0.48182819182664727
111,0.9571371742397324
112,0.010651068494746783
113,-1.9835079119807346
114,-0.815112536542647
115,-0.8926255202440296
116,-0.5457648820917769
117,0.6799100674040004
118,-0.5149723617477708
119,-1.294380488684298
120,2.1353710495133464
121,2.0745062133836654
122,6.953995591552904
123,-0.09816419763983175
124,-1.5599704315260352
125,0.16362446102667982
126,-1.4211241779162096
127,1.6054206184372555
128,-2.863716371257146
129,-2.085620366742525
130,3.565771018441279
131,-0.40626435975065817
132,0.8810809218151892
133,-2.3342184511769246
134,1.4577891412883413
135,-3.3126495504491125
136,0.0
137,-2.319593170154605
138,-2.8190037157671584
139,0.6867859913807233
140,-1.603084588707933
141,1.5351661812434692
142,0.7375012088515175
143,-0.438520731497821
144,0.6061353875145689
145,-1.0175058960536212
146,0.16554680584285603
147,1.048811627468323
148,2.410591652492466
149,-0.1695812249154718
150,-2.85933350907578
151,0.7887016390717229
152,-0.2104281277431585
153,-2.077085638160849
154,-1.260603678712016
155,-0.1923250171061603
156,-2.570588543974259
157,-7.893180099960067
158,-2.2454297547216284
159,2.1756298210576936
160,3.9866855130661527
161,-1.0029630311444377
162,0.28697107639042385
163,-0.4775404035322374
164,-0.9862620040667699
165,2.3910151567294577
166,0.11144385039307769
167,1.6849102869484185
168,-1.5984735157781125
169,-2.284738315220285
170,-0.16837663190941815
171,-0.16638825624891684
172,0.9803794595256132
173,0.18865512194278933
174,-3.1397517488516384
175,0.9211141182582243
176,3.028962785983307
177,-8.55427485379475
178,0.31972686464930267
179,-1.4139100618061546
180,0.7777705762264824
181,6.786595025729259
182,-0.09486770664427373
183,-0.9357663810035702
184,-2.9033737588315636
185,-8.638654734576845
186,-3.8432204117261337
187,-0.7165010415736337
188,-1.5864623067770969
189,0.3517412232547621
190,-1.626767662598612
191,2.7863679171338953
192,-2.5240288758122076
193,-2.077667745622721
194,-3.1861790752313115
195,1.9980133091536576
196,-0.08228203647337104
197,6.540531289073761
198,-2.864258316117965
199,-10.818699902075616
200,-0.46008905032532144
201,-0.5367647231074063
202,-2.199158520994634
203,-2.057400340458622
204,-1.868580649425542
205,-2.591318530854008
206,-1.83301131874854
207,0.0
208,2.927080418772994
209,3.0706826907296985
210,1.4696068556081117
211,-0.7236085117462221
212,1.0171549675274494
213,-2.9005398256063355
214,-1.4567828254401336
215,0.7002409970523216
216,0.0
217,0.6765877485425267
218,6.2885514759296175
219,-0.7708342703409045
220,-1.4216517941561264
221,1.376103489789313
222,0.13328911784188674
223,0.2463983039901294
224,-0.09428522822044388
225,2.0723209665574625
226,-2.0339847108683067
227,0.9239525037930133
228,-4.277950872388619
229,-1.629092448857085
230,-1.994707600904108
231,2.9228525539521835
232,0.54186645961645
233,-1.99628820146782
234,0.0965826662244868
235,0.06500358507313497
236,2.5098779520870655
237,0.9731110705164415
238,-9.254714332015288
239,-1.1606438062609803
240,-0.659387384984752
241,0.22368251113855303
242,-1.6439191565100293
243,5.1246315955572515
244,2.6395085994670016
245,-0.30293404740935703
246,0.0625117745512993
247,-1.2752249374853337
248,0.48057773703607376
249,0.15156654005943937
250,3.160154622429291
251,-1.4154968131369683
252,-0.1073159435286778
253,1.1090194675013223
254,3.8202872401202
255,0.2797352050783368
256,1.4537606239865037
257,0.43660697337192256
258,-1.305428736495917
259,0.2978051521021263
260,-2.1392642976830287
261,-0.09214639227105464
262,-0.6154874340077182
263,-1.3699275089713083
264,-0.6471219247798908
265,-2.0841048337277375
266,-1.1882228060579791
267,1.5252177290508369
268,1.8328393428906087
269,-1.6855152595956888
270,-2.8362359545302263
271,-1.9805483465849432
272,3.5566243153382646
273,-0.21008400321040357
274,2.649472002223865
275,-1.8173043350748144
276,-0.6457178546936247
277,1.7366912572691036
278,0.48931345696336925
279,0.6271357090676838
280,-3.0455246749891534
281,0.7243767654212319
282,1.2395083003264422
283,-0.7396953328175212
284,0.4803864600352823
285,2.7886250485679556
286,-4.235500780848683
287,1.5211502363289338
288,-4.488063079417933
289,-2.5182116140974427
290,0.4161647445847772
291,1.1420776441857434
292,1.1239498651240827
293,1.7561672011183678
294,0.2715006202287854
295,-0.7577898228641776
296,1.4082450785990477
297,-1.8418249760168033
298,-0.2715195862544057
299,1.0221372369965822
300,2.812818842335593
301,0.0
302,-0.4075603330137785
303,-0.9946102763601188
304,-0.9500732849656152
305,-0.6219209316080647
306,0.0
307,-1.5403820907817682
308,3.0545079119242753
309,1.6409551717918829
310,-0.5693959429367654
311,-0.9517629492172717
312,-1.5915874597301398
313,0.3705655840445968
314,1.809850693051421
315,1.9815034479667308
316,1.7959993912128964
317,-0.35342392465840883
318,-0.6868422206787728
319,-0.7158232572784813
320,-1.2661051984090368
321,0.6765371434047185
322,-1.461953270089243
323,0.8768177070870626
324,-1.5030754245193714
325,1.5726533288887676
326,0.0
327,2.296185278615706
328,1.4632235313249522
329,-1.8012723671005264
330,0.4320862805131424
331,-0.15852310291047697
332,-3.728233986260061
333,-2.4923807213704827
334,-1.1358851319608048
335,0.4052863669590314
336,1.1629673277035675
337,-1.8443386332804885
338,-0.4747202548712545
339,-2.048070764716087
340,-1.5224362136951244
341,1.283998271355571
342,-1.3111289853908148
343,0.18880095332965796
344,0.119266160695771
345,-1.3194955312331182
346,-0.7636740185124269
347,-0.11250214433898434
348,-1.520154520532822
349,-0.759326297340937
350,1.0223705163835777
351,-1.7488984956624671
352,2.607665851171359
353,0.154003130172006
354,-1.8241952840613944
355,1.3237800452361135
356,-0.5293740237058305
357,-1.3440889300932268
358,-4.445995511726912
359,-1.2942146460628128
360,0.14724079825898678
361,2.8384015658086104
362,0.14387264999393673
363,-0.8204392128223169
364,-1.003570267873359
365,-0.23252598342310776
366,-0.1744026399775237
367,-2.0988681556021858
368,0.5855464604279041
369,0.0
370,-0.1156384535141309
371,1.8398999887902039
372,-0.5327396450716627
373,0.5146545123880727
374,-0.650428845397535
375,0.9660695038591148
376,-3.2484198476094677
377,-2.430967880343495
378,-1.6468038267822085
379,-1.88362183548013
380,-0.3378234113644201
381,-2.454074106300539
382,-2.41138154675264
383,2.138165763573638
384,-1.30078194459081
385,0.7932963298711848
386,0.0
387,-1.0787189214108022
388,1.917158807741986
389,-0.9060885192438948
390,-0.5773829095465108
391,0.26253811926859605
392,-1.1121270711317024
393,0.035028964939818344
394,-1.3915174995162118
395,-1.4453381323166468
396,-1.930922460286082
397,0.3925371475727328
398,-0.9625012979232801
399,-0.6528979514308638
400,-3.064294530873572
401,2.571819328087351
402,-1.839622640835267
403,-0.5472521972843922
404,-0.5862979589870863
405,0.05445608152667163
406,0.29811791747454913
407,-1.2168885329841512
408,0.035927986236493216
409,1.9787503573158072
410,-0.8273192635176516
411,-0.4835349486461342
412,1.9501620254198684
413,2.8499353927599804
414,-0.22933872600464542
415,-0.0266765913766132
416,-1.3363662330554404
417,1.059721933445792
418,-0.8991339716888489
419,-0.31429118233452924
420,-1.4884392229038819
421,-2.310261399600872
