,FLIGHT,DISTANCE,CRS_ELAPSED_TIME
0,DFW|DTW|AA,986.0,158.0
26,DTW|DFW|AA,986.0,191.0
57,SEA|JFK|AA,2422.0,317.0
88,JFK|SEA|AA,2422.0,385.0
119,SJC|ORD|AA,1829.0,258.0
122,ORD|SJC|AA,1829.0,284.0
153,PHX|DFW|AA,868.0,148.0
184,STL|DFW|AA,550.0,120.0
210,DFW|STL|AA,550.0,97.0
239,LAX|DCA|AA,2311.0,295.0
270,ORD|TPA|AA,1012.0,159.0
301,MCO|ORD|AA,1005.0,183.0
332,DEN|MIA|AA,1709.0,236.0
363,MIA|DEN|AA,1709.0,271.0
394,KOA|LAX|AA,2504.0,311.0
425,LAX|KOA|AA,2504.0,358.0
457,DFW|MIA|AA,1121.0,165.0
487,MIA|DFW|AA,1121.0,196.0
517,IAH|MIA|AA,964.0,142.0
521,MIA|IAH|AA,964.0,178.0
552,MIA|JFK|AA,1089.0,170.0
583,JFK|MIA|AA,1089.0,204.0
614,AUS|JFK|AA,1521.0,215.0
644,JFK|AUS|AA,1521.0,262.0
674,LAX|MIA|AA,2342.0,294.0
705,MIA|LAX|AA,2342.0,357.0
736,LAS|DFW|AA,1055.0,165.0
767,DFW|LAS|AA,1055.0,182.0
798,LAX|LAS|AA,236.0,77.0
825,LAS|LAX|AA,236.0,78.0
856,JFK|MCO|AA,944.0,186.0
887,MCO|JFK|AA,944.0,153.0
918,SLC|DFW|AA,989.0,158.0
949,DFW|SLC|AA,989.0,170.0
980,TUS|DFW|AA,813.0,129.0
1000,JFK|STT|AA,1623.0,241.0
1001,STT|JFK|AA,1623.0,264.0
1013,BOS|ORD|AA,867.0,189.0
1043,ORD|BOS|AA,867.0,130.0
1070,BOS|JFK|AA,187.0,78.0
1074,JFK|BOS|AA,187.0,78.0
1109,LAX|BOS|AA,2611.0,323.0
1140,DFW|FLL|AA,1119.0,158.0
1161,FLL|DFW|AA,1119.0,201.0
1162,BOS|LAX|AA,2611.0,402.0
1166,MCO|DFW|AA,985.0,184.0
1255,SFO|MIA|AA,2585.0,328.0
1286,LAX|SFO|AA,337.0,84.0
1316,SFO|LAX|AA,337.0,88.0
1346,LAS|JFK|AA,2248.0,295.0
1373,JFK|LAS|AA,2248.0,357.0
1431,OGG|LAX|AA,2486.0,313.0
1435,LAS|MIA|AA,2174.0,267.0
1497,LAX|ORD|AA,1744.0,244.0
1528,TPA|MIA|AA,204.0,68.0
1559,DFW|JFK|AA,1391.0,208.0
1563,SNA|DFW|AA,1205.0,176.0
1625,LAS|ORD|AA,1514.0,219.0
1637,JFK|LAX|AA,2475.0,385.0
1668,LAX|JFK|AA,2475.0,330.0
1748,DFW|HNL|AA,3784.0,516.0
1775,OKC|DFW|AA,175.0,66.0
1808,OGG|DFW|AA,3711.0,427.0
1837,DFW|OGG|AA,3711.0,509.0
1869,HNL|DFW|AA,3784.0,443.0
1899,JFK|SFO|AA,2586.0,403.0
1956,SFO|JFK|AA,2586.0,337.0
2085,MIA|TUL|AA,1168.0,197.0
2086,SEA|DFW|AA,1660.0,230.0
2230,DFW|PHL|AA,1303.0,185.0
2261,PHL|DFW|AA,1303.0,239.0
2292,DFW|SNA|AA,1205.0,194.0
2294,MIA|IAD|AA,921.0,153.0
2328,MIA|BOS|AA,1258.0,189.0
2363,LAX|HNL|AA,2556.0,364.0
2473,LGA|MCO|AA,950.0,176.0
2477,MCO|LGA|AA,950.0,147.0
2481,SFO|DFW|AA,1464.0,211.0
2512,DFW|SFO|AA,1464.0,237.0
2570,ORD|SEA|AA,1721.0,280.0
2601,SEA|ORD|AA,1721.0,242.0
2654,SFO|ORD|AA,1846.0,261.0
2662,LAX|OGG|AA,2486.0,356.0
2675,HNL|LAX|AA,2556.0,325.0
2706,LAX|MCO|AA,2218.0,277.0
2833,MIA|SFO|AA,2585.0,381.0
2864,ORD|RDU|AA,646.0,113.0
2895,RDU|DFW|AA,1061.0,197.0
3023,DCA|DFW|AA,1192.0,222.0
3053,DFW|DCA|AA,1192.0,166.0
3057,DFW|MCO|AA,985.0,150.0
3108,MCO|LAX|AA,2218.0,341.0
3222,LAX|AUS|AA,1242.0,166.0
3241,AUS|LAX|AA,1242.0,207.0
3272,DFW|SEA|AA,1660.0,264.0
3274,DFW|EWR|AA,1372.0,198.0
3288,DFW|IAD|AA,1172.0,166.0
3291,DFW|RIC|AA,1158.0,162.0
3321,RIC|DFW|AA,1158.0,206.0
3325,ORD|JFK|AA,740.0,140.0
3356,JFK|ORD|AA,740.0,180.0
3387,DFW|PDX|AA,1616.0,252.0
3422,MIA|SEA|AA,2724.0,410.0
3457,LGA|DFW|AA,1389.0,252.0
3487,DFW|LGA|AA,1389.0,193.0
3510,ATL|MIA|AA,594.0,126.0
3566,DFW|SJC|AA,1438.0,231.0
3624,DFW|LAX|AA,1235.0,210.0
3663,DFW|BOS|AA,1562.0,211.0
3703,LBB|DFW|AA,282.0,75.0
3817,CLT|MIA|AA,650.0,129.0
3848,MIA|CLT|AA,650.0,128.0
3878,DFW|ELP|AA,551.0,108.0
3909,ELP|DFW|AA,551.0,100.0
4064,DCA|ORD|AA,612.0,144.0
4090,ORD|DCA|AA,612.0,110.0
4117,ORD|MCO|AA,1005.0,161.0
4141,ORD|SAN|AA,1723.0,266.0
4171,SAN|ORD|AA,1723.0,248.0
4234,DEN|DFW|AA,641.0,128.0
4288,ORD|SFO|AA,1846.0,287.0
4349,DFW|SAT|AA,247.0,70.0
4376,MIA|MCI|AA,1251.0,204.0
4411,DCA|LAX|AA,2311.0,357.0
4446,MIA|STL|AA,1068.0,176.0
4449,STL|MIA|AA,1068.0,167.0
4456,BNA|DFW|AA,631.0,132.0
4484,DFW|BNA|AA,631.0,107.0
4564,MIA|TPA|AA,204.0,62.0
4595,DFW|PHX|AA,868.0,155.0
4720,DFW|ONT|AA,1188.0,195.0
4870,JAC|DFW|AA,1047.0,175.0
4922,DFW|TUS|AA,813.0,143.0
4957,JFK|SAN|AA,2446.0,383.0
4998,ORD|PDX|AA,1739.0,278.0
5028,MIA|LGA|AA,1096.0,174.0
5075,SAN|JFK|AA,2446.0,321.0
5078,DFW|ORD|AA,802.0,143.0
5108,ORD|DFW|AA,802.0,160.0
5170,ORD|LAS|AA,1514.0,247.0
5322,DFW|SMF|AA,1431.0,230.0
5326,SMF|DFW|AA,1431.0,202.0
5328,JFK|DCA|AA,213.0,94.0
5418,SJC|DFW|AA,1438.0,216.0
5437,DCA|JFK|AA,213.0,97.0
5499,ORD|LAX|AA,1744.0,278.0
5531,MCO|MIA|AA,192.0,69.0
5561,MIA|MCO|AA,192.0,66.0
5592,ORD|SNA|AA,1726.0,271.0
5621,SNA|ORD|AA,1726.0,240.0
5651,DFW|OKC|AA,175.0,61.0
5786,MIA|PHX|AA,1972.0,314.0
5867,EWR|DFW|AA,1372.0,249.0
5894,IAD|DFW|AA,1172.0,224.0
5941,LAX|LIH|AA,2615.0,370.0
5953,LIH|LAX|AA,2615.0,327.0
5996,SJU|MIA|AA,1045.0,169.0
6030,ORD|LGA|AA,733.0,120.0
6057,LGA|ORD|AA,733.0,172.0
6153,ABQ|DFW|AA,569.0,105.0
6180,DFW|ORF|AA,1212.0,168.0
6203,ORF|DFW|AA,1212.0,219.0
6227,LAX|BNA|AA,1797.0,233.0
6384,DFW|TUL|AA,237.0,65.0
6438,ORD|FLL|AA,1182.0,182.0
6527,DTW|MIA|AA,1145.0,193.0
6661,DFW|RSW|AA,1017.0,142.0
6811,MIA|BWI|AA,946.0,151.0
6920,JAX|DFW|AA,918.0,174.0
6951,MSY|MIA|AA,675.0,109.0
7006,ATL|DFW|AA,731.0,152.0
7049,ORD|MSP|AA,334.0,90.0
7076,DFW|IAH|AA,224.0,68.0
7102,IAH|DFW|AA,224.0,72.0
7195,FLL|ORD|AA,1182.0,202.0
7319,SAT|DFW|AA,247.0,73.0
7350,ORD|STL|AA,258.0,77.0
7454,DFW|DEN|AA,641.0,125.0
7481,MCI|DFW|AA,460.0,105.0
7510,DFW|GUC|AA,678.0,130.0
7537,DFW|IND|AA,761.0,121.0
7538,GUC|DFW|AA,678.0,116.0
7565,IND|DFW|AA,761.0,149.0
7657,MIA|EWR|AA,1085.0,182.0
7812,PHX|MIA|AA,1972.0,261.0
7911,MIA|STT|AA,1107.0,164.0
7932,STT|MIA|AA,1107.0,179.0
8017,RDU|MIA|AA,700.0,130.0
8041,MIA|RDU|AA,700.0,129.0
8111,DFW|MCI|AA,460.0,95.0
8165,SAN|DFW|AA,1171.0,179.0
8295,DFW|ATL|AA,731.0,126.0
8326,ORD|MIA|AA,1197.0,184.0
8357,MIA|ORD|AA,1197.0,213.0
8407,BOS|DFW|AA,1562.0,277.0
8438,DCA|MIA|AA,919.0,176.0
8469,MIA|DCA|AA,919.0,149.0
8500,DFW|MSP|AA,852.0,143.0
8620,MIA|SJU|AA,1045.0,160.0
8651,DFW|AUS|AA,190.0,66.0
8940,DEN|ORD|AA,888.0,155.0
9032,ORD|PSP|AA,1651.0,258.0
9067,CLT|DFW|AA,936.0,181.0
9102,JFK|CLT|AA,541.0,136.0
9141,DFW|RDU|AA,1061.0,154.0
9439,MIA|MSY|AA,675.0,133.0
9527,PDX|ORD|AA,1739.0,240.0
9551,AUS|DFW|AA,190.0,64.0
9606,ORD|PHX|AA,1440.0,235.0
9633,PHX|STL|AA,1262.0,176.0
9660,BWI|DFW|AA,1217.0,222.0
9664,DFW|BWI|AA,1217.0,172.0
9676,DFW|COS|AA,592.0,120.0
9706,MSP|ORD|AA,334.0,93.0
9801,EWR|ORD|AA,719.0,152.0
10066,DFW|SAN|AA,1171.0,186.0
10205,EWR|MIA|AA,1085.0,195.0
10324,MSY|DFW|AA,447.0,104.0
10355,DFW|MKE|AA,853.0,140.0
10385,MKE|DFW|AA,853.0,165.0
10443,MIA|ATL|AA,594.0,121.0
10515,LAX|DFW|AA,1235.0,183.0
10546,DFW|JAX|AA,918.0,136.0
10631,DFW|MSY|AA,447.0,86.0
10722,TUL|DFW|AA,237.0,75.0
10802,ORD|SJU|AA,2072.0,275.0
10913,AUS|ORD|AA,977.0,164.0
11054,JFK|SJU|AA,1598.0,235.0
11085,SJU|JFK|AA,1598.0,247.0
11186,DFW|PIT|AA,1067.0,159.0
11213,ORD|EWR|AA,719.0,124.0
11267,ONT|DFW|AA,1188.0,179.0
11492,ORD|RSW|AA,1120.0,178.0
11523,RSW|ORD|AA,1120.0,194.0
11672,DFW|RNO|AA,1345.0,219.0
11703,RNO|DFW|AA,1345.0,195.0
11773,DSM|DFW|AA,624.0,127.0
11831,SAN|MIA|AA,2267.0,277.0
11911,MIA|DTW|AA,1145.0,192.0
11941,DFW|CLT|AA,936.0,139.0
11968,ORD|MCI|AA,403.0,94.0
12029,BWI|MIA|AA,946.0,168.0
12142,MFE|DFW|AA,469.0,95.0
12364,PSP|ORD|AA,1651.0,239.0
12435,DFW|MFE|AA,469.0,95.0
12830,DFW|PSP|AA,1126.0,189.0
12861,PSP|DFW|AA,1126.0,174.0
12892,OMA|DFW|AA,583.0,114.0
12997,EGE|DFW|AA,721.0,139.0
13252,DFW|PBI|AA,1102.0,159.0
13283,PBI|DFW|AA,1102.0,197.0
13287,DFW|EGE|AA,721.0,145.0
13395,PHX|LAS|AA,255.0,75.0
13422,BOS|MIA|AA,1258.0,217.0
13611,DFW|DAY|AA,861.0,135.0
13727,ORD|EGE|AA,1007.0,177.0
13757,TPA|ORD|AA,1012.0,178.0
13834,CLT|SJU|AA,1475.0,211.0
13838,EWR|CLT|AA,529.0,128.0
14016,PHL|MIA|AA,1013.0,180.0
14096,STL|LAX|AA,1592.0,255.0
14146,LAX|STL|AA,1592.0,222.0
14262,MIA|PHL|AA,1013.0,169.0
14451,RSW|DFW|AA,1017.0,181.0
14671,ORD|CLT|AA,599.0,124.0
14848,SEA|MIA|AA,2724.0,341.0
14942,DFW|ABQ|AA,569.0,116.0
15251,LGA|MIA|AA,1096.0,201.0
15277,IAD|MIA|AA,921.0,168.0
15696,TUS|ORD|AA,1437.0,211.0
15727,AUS|MIA|AA,1103.0,156.0
16098,DFW|LBB|AA,282.0,75.0
16131,ATL|LAX|AA,1947.0,304.0
16158,LAX|ATL|AA,1947.0,257.0
16185,DFW|SDF|AA,733.0,122.0
16211,SDF|DFW|AA,733.0,146.0
16263,PIT|DFW|AA,1067.0,198.0
16388,RDU|ORD|AA,646.0,142.0
16462,DFW|TPA|AA,929.0,138.0
16495,STL|ORD|AA,258.0,87.0
16615,FAT|DFW|AA,1313.0,193.0
16920,MSP|DFW|AA,852.0,164.0
17132,ORD|TUS|AA,1437.0,234.0
17163,DAY|DFW|AA,861.0,176.0
17431,JFK|DFW|AA,1391.0,257.0
17681,MIA|STX|AA,1139.0,159.0
17712,STX|MIA|AA,1139.0,183.0
17743,DFW|DSM|AA,624.0,113.0
18055,PHX|SAN|AA,304.0,70.0
18078,SAN|PHX|AA,304.0,78.0
18251,DFW|OMA|AA,583.0,107.0
18534,PHX|JFK|AA,2153.0,285.0
18561,JFK|PHX|AA,2153.0,351.0
18712,TUL|ORD|AA,585.0,119.0
18836,SJU|ORD|AA,2072.0,324.0
18902,DFW|CLE|AA,1021.0,156.0
18958,ORD|PHL|AA,678.0,125.0
18989,PHL|ORD|AA,678.0,156.0
19051,COS|DFW|AA,592.0,111.0
19052,TUL|MIA|AA,1168.0,168.0
19100,TPA|DFW|AA,929.0,172.0
19253,ORD|AUS|AA,977.0,168.0
19370,MIA|BDL|AA,1194.0,184.0
19893,DFW|FAT|AA,1313.0,218.0
20339,CMH|DFW|AA,926.0,178.0
20821,MIA|LAS|AA,2174.0,342.0
21582,PHL|RSW|AA,993.0,184.0
21605,RSW|PHL|AA,993.0,160.0
21659,PDX|DFW|AA,1616.0,223.0
21907,PBI|PHL|AA,951.0,158.0
21934,PHL|PBI|AA,951.0,165.0
22143,ORD|TUL|AA,585.0,115.0
22314,DFW|CMH|AA,926.0,142.0
22370,MTJ|DFW|AA,722.0,128.0
22934,PHX|SEA|AA,1107.0,196.0
22958,STL|PHX|AA,1262.0,220.0
22980,BNA|LAX|AA,1797.0,274.0
22984,ORD|DEN|AA,888.0,162.0
23269,PHX|ORD|AA,1440.0,210.0
23393,PHX|IAH|AA,1009.0,146.0
23536,CLT|ORD|AA,599.0,135.0
23651,DFW|JAC|AA,1047.0,175.0
23684,DFW|MTJ|AA,722.0,133.0
23819,DFW|HDN|AA,769.0,142.0
23850,HDN|DFW|AA,769.0,135.0
24761,SJU|DFW|AA,2165.0,321.0
24858,DFW|SJU|AA,2165.0,274.0
25177,RNO|ORD|AA,1671.0,236.0
25257,LAX|EGE|AA,748.0,143.0
25544,ATL|ORD|AA,606.0,135.0
25636,IAH|CLT|AA,912.0,144.0
25759,BDL|DFW|AA,1471.0,263.0
25785,DFW|BDL|AA,1471.0,201.0
25849,MCI|MIA|AA,1251.0,187.0
26380,MSP|MIA|AA,1501.0,220.0
26672,EGE|LAX|AA,748.0,136.0
26874,JAC|LAX|AA,784.0,150.0
26882,LAX|JAC|AA,784.0,135.0
27228,ORD|PBI|AA,1144.0,185.0
27232,PBI|ORD|AA,1144.0,196.0
27555,EGE|ORD|AA,1007.0,162.0
27992,ONT|PHX|AA,325.0,74.0
28224,ORD|JAC|AA,1162.0,201.0
28236,SLC|MIA|AA,2088.0,276.0
28402,MIA|MSP|AA,1501.0,237.0
28566,ORD|RNO|AA,1671.0,263.0
28849,CLT|JFK|AA,541.0,109.0
29320,DFW|MEM|AA,431.0,87.0
29343,MEM|DFW|AA,431.0,104.0
29666,MIA|OKC|AA,1222.0,199.0
29667,OKC|MIA|AA,1222.0,160.0
29699,CLT|IAH|AA,912.0,173.0
29920,SLC|ORD|AA,1250.0,198.0
30128,CLE|DFW|AA,1021.0,187.0
30261,MCI|ORD|AA,403.0,96.0
30658,MIA|SAN|AA,2267.0,337.0
30720,MIA|SAT|AA,1143.0,200.0
30861,ORD|DTW|AA,235.0,86.0
31731,IAH|PHX|AA,1009.0,177.0
31761,PHX|ONT|AA,325.0,72.0
32158,DTW|ORD|AA,235.0,86.0
32519,EGE|MIA|AA,1810.0,239.0
32531,MIA|EGE|AA,1810.0,290.0
32682,ORD|ATL|AA,606.0,121.0
33486,DFW|HOU|AA,247.0,72.0
33603,LAS|PHX|AA,255.0,73.0
34988,HOU|DFW|AA,247.0,72.0
35383,CLT|AUS|AA,1032.0,186.0
35384,PHX|OGG|AA,2845.0,404.0
35385,OGG|PHX|AA,2845.0,339.0
35386,IND|PHX|AA,1488.0,243.0
35387,PHX|SFO|AA,651.0,131.0
35388,SFO|PHL|AA,2521.0,320.0
35391,PHX|PDX|AA,1009.0,169.0
35392,BOI|PHX|AA,735.0,131.0
35393,PHX|DTW|AA,1671.0,237.0
35396,DCA|PHX|AA,1979.0,320.0
35400,MCI|PHX|AA,1044.0,174.0
35401,PHX|SNA|AA,338.0,83.0
35402,SJC|PHX|AA,621.0,103.0
35405,DTW|PHX|AA,1671.0,268.0
35408,CLT|FLL|AA,632.0,118.0
35412,CLT|PHL|AA,449.0,94.0
35414,PHL|LAS|AA,2176.0,331.0
35415,PHX|CLE|AA,1737.0,223.0
35416,PHX|OMA|AA,1037.0,153.0
35420,PHX|DEN|AA,602.0,106.0
35421,DEN|CLT|AA,1337.0,193.0
35423,SNA|PHX|AA,338.0,75.0
35424,LAS|CLT|AA,1916.0,249.0
35426,BOS|PHX|AA,2300.0,370.0
35430,CMH|PHX|AA,1670.0,278.0
35432,CLT|PHX|AA,1773.0,278.0
35437,SLC|PHX|AA,507.0,95.0
35438,MSP|PHX|AA,1276.0,227.0
35439,PHX|SMF|AA,647.0,125.0
35441,SEA|PHX|AA,1107.0,167.0
35444,CLT|DEN|AA,1337.0,225.0
35445,FLL|CLT|AA,632.0,116.0
35446,MSY|CLT|AA,651.0,110.0
35447,ORF|CLT|AA,290.0,90.0
35448,BWI|PHX|AA,1999.0,307.0
35449,PHX|BOI|AA,735.0,135.0
35451,PHX|SLC|AA,507.0,100.0
35452,CLT|SLC|AA,1727.0,279.0
35455,LAX|PHX|AA,370.0,89.0
35462,SAN|PHL|AA,2370.0,306.0
35464,IND|LAX|AA,1814.0,289.0
35465,PHX|IND|AA,1488.0,209.0
35466,CLT|SFO|AA,2296.0,348.0
35468,DEN|PHL|AA,1558.0,212.0
35471,SJU|CLT|AA,1475.0,234.0
35477,TPA|CLT|AA,507.0,99.0
35478,CLT|SAN|AA,2077.0,317.0
35481,PHX|MSP|AA,1276.0,184.0
35488,SFO|PHX|AA,651.0,117.0
35489,OAK|PHX|AA,646.0,117.0
35492,RNO|PHX|AA,601.0,104.0
35498,SAN|CLT|AA,2077.0,270.0
35499,FLL|PHL|AA,992.0,157.0
35500,PHL|FLL|AA,992.0,168.0
35501,PHX|PIT|AA,1814.0,242.0
35503,PHL|SFO|AA,2521.0,377.0
35505,PHX|LAX|AA,370.0,94.0
35508,PHX|OAK|AA,646.0,123.0
35509,ATL|CLT|AA,226.0,71.0
35512,MCO|PHX|AA,1849.0,295.0
35516,PDX|PHX|AA,1009.0,145.0
35517,PHX|DCA|AA,1979.0,244.0
35519,SMF|PHX|AA,647.0,105.0
35520,TPA|PHX|AA,1788.0,290.0
35523,MKE|PHX|AA,1460.0,251.0
35524,PHX|BOS|AA,2300.0,284.0
35531,PHX|CMH|AA,1670.0,209.0
35534,SMF|CLT|AA,2244.0,273.0
35535,PHX|FLL|AA,1972.0,256.0
35537,PHX|BWI|AA,1999.0,255.0
35539,DEN|PHX|AA,602.0,113.0
35543,PHX|RNO|AA,601.0,111.0
35544,LAX|CMH|AA,1995.0,262.0
35546,FLL|DCA|AA,899.0,146.0
35554,GEG|PHX|AA,1020.0,155.0
35555,DCA|FLL|AA,899.0,163.0
35565,RSW|CLT|AA,600.0,115.0
35569,PHX|MKE|AA,1460.0,198.0
35570,PHL|RDU|AA,337.0,87.0
35576,OMA|PHX|AA,1037.0,173.0
35585,FLL|PHX|AA,1972.0,305.0
35587,PHL|DEN|AA,1558.0,261.0
35588,SEA|PHL|AA,2378.0,291.0
35590,PHX|MCO|AA,1849.0,251.0
35595,PHX|TPA|AA,1788.0,239.0
35604,CLE|PHX|AA,1737.0,284.0
35605,PHX|GEG|AA,1020.0,173.0
35611,DSM|PHX|AA,1150.0,188.0
35618,PHX|MCI|AA,1044.0,149.0
35626,EWR|PHX|AA,2133.0,334.0
35627,PHX|SJC|AA,621.0,117.0
35635,BOS|CLT|AA,728.0,154.0
35642,ATL|PHX|AA,1587.0,250.0
35643,CLT|ATL|AA,226.0,78.0
35647,LAS|PHL|AA,2176.0,268.0
35650,MCO|CLT|AA,468.0,103.0
35653,CLT|SEA|AA,2279.0,347.0
35655,PHX|ATL|AA,1587.0,223.0
35656,CMH|LAX|AA,1995.0,310.0
35662,HNL|PHX|AA,2917.0,354.0
35665,PHX|CLT|AA,1773.0,236.0
35671,SEA|CLT|AA,2279.0,284.0
35673,PIT|PHX|AA,1814.0,294.0
35688,CLT|EWR|AA,529.0,101.0
35693,CLT|LAS|AA,1916.0,299.0
35696,CLT|BOS|AA,728.0,127.0
35716,LAX|PHL|AA,2402.0,303.0
35726,DCA|LAS|AA,2089.0,332.0
35729,SFO|CLT|AA,2296.0,297.0
35730,PHX|KOA|AA,2860.0,403.0
35736,LAX|CLT|AA,2125.0,278.0
35744,PHX|EWR|AA,2133.0,266.0
35746,BWI|CLT|AA,361.0,101.0
35751,BOS|PHL|AA,280.0,90.0
35752,TPA|PHL|AA,920.0,155.0
35755,PHX|LIH|AA,2979.0,421.0
35757,PHL|PHX|AA,2075.0,321.0
35764,PHX|HNL|AA,2917.0,411.0
35766,CLT|MCO|AA,468.0,100.0
35771,LGA|CLT|AA,544.0,131.0
35775,DCA|CLT|AA,331.0,92.0
35777,PHL|LAX|AA,2402.0,363.0
35780,CLT|BWI|AA,361.0,81.0
35782,CLT|LAX|AA,2125.0,329.0
35789,TPA|DCA|AA,814.0,127.0
35791,CLT|MSP|AA,930.0,161.0
35799,MCO|PHL|AA,861.0,141.0
35804,LAX|PIT|AA,2136.0,283.0
35805,PIT|LAX|AA,2136.0,336.0
35810,CLT|MSY|AA,651.0,127.0
35815,PHL|SJU|AA,1576.0,236.0
35820,SJU|PHL|AA,1576.0,241.0
35829,CLT|STL|AA,575.0,121.0
35830,MEM|CLT|AA,511.0,102.0
35831,LAX|RDU|AA,2239.0,287.0
35832,RDU|LAX|AA,2239.0,350.0
35836,LAX|IND|AA,1814.0,244.0
35838,AUS|CLT|AA,1032.0,150.0
35840,PHX|AUS|AA,872.0,134.0
35844,PHL|MCO|AA,861.0,170.0
35848,PHL|SAN|AA,2370.0,352.0
35850,ANC|PHX|AA,2552.0,322.0
35853,PHX|DSM|AA,1150.0,164.0
35861,IND|CLT|AA,427.0,99.0
35862,IAH|PHL|AA,1325.0,189.0
35863,PHL|IAH|AA,1325.0,239.0
35868,STT|CLT|AA,1520.0,239.0
35870,PIT|CLT|AA,366.0,92.0
35874,BUF|CLT|AA,546.0,124.0
35876,CLT|STT|AA,1520.0,218.0
35882,RDU|CLT|AA,130.0,67.0
35885,CLT|BNA|AA,328.0,91.0
35889,BDL|CLT|AA,644.0,137.0
35890,CLT|BUF|AA,546.0,103.0
35891,RIC|CLT|AA,257.0,74.0
35894,CLT|DCA|AA,331.0,75.0
35895,MCI|CLT|AA,808.0,141.0
35900,STT|PHL|AA,1605.0,257.0
35901,PHL|TPA|AA,920.0,162.0
35902,TPA|LAX|AA,2158.0,343.0
35903,LAX|TPA|AA,2158.0,276.0
35906,SYR|CLT|AA,603.0,146.0
35914,PHL|CLT|AA,449.0,120.0
35922,PHL|ATL|AA,666.0,135.0
35925,CLT|CLE|AA,430.0,101.0
35926,STL|CLT|AA,575.0,107.0
35927,PHL|BOS|AA,280.0,75.0
35933,CLT|SMF|AA,2244.0,325.0
35935,PHL|SLC|AA,1927.0,308.0
35936,SLC|PHL|AA,1927.0,253.0
35937,PIT|PHL|AA,268.0,76.0
35940,CLE|CLT|AA,430.0,99.0
35941,CLT|BDL|AA,644.0,109.0
35945,PHL|PIT|AA,268.0,81.0
35946,ALB|CLT|AA,646.0,150.0
35952,PBI|CLT|AA,590.0,120.0
35953,PHX|PHL|AA,2075.0,260.0
35955,MSY|PHL|AA,1089.0,157.0
35956,PHL|MSY|AA,1089.0,191.0
35958,PIT|DCA|AA,204.0,73.0
35959,DCA|PBI|AA,857.0,155.0
35964,DTW|CLT|AA,500.0,119.0
35966,LGA|PBI|AA,1035.0,190.0
35971,MCO|DCA|AA,759.0,126.0
35975,JAX|DCA|AA,634.0,112.0
35981,CLT|LGA|AA,544.0,110.0
35982,MSP|CLT|AA,930.0,150.0
35984,RDU|PHL|AA,337.0,87.0
35987,CLT|PIT|AA,366.0,84.0
35995,CLT|JAX|AA,328.0,86.0
36000,JAX|PHL|AA,742.0,125.0
36004,DCA|TPA|AA,814.0,150.0
36007,CLT|ORF|AA,290.0,67.0
36008,CLT|MCI|AA,808.0,153.0
36009,JAX|CLT|AA,328.0,83.0
36010,DCA|PIT|AA,204.0,66.0
36013,CLT|MEM|AA,511.0,110.0
36135,JAC|ORD|AA,1162.0,197.0
36637,BDL|MIA|AA,1194.0,210.0
37203,CLT|DTW|AA,500.0,107.0
37210,LAX|IAD|AA,2288.0,290.0
37211,IAD|LAX|AA,2288.0,364.0
37236,BOS|DCA|AA,399.0,98.0
37237,DCA|BOS|AA,399.0,93.0
37238,LGA|DCA|AA,214.0,88.0
37242,DCA|LGA|AA,214.0,75.0
37249,AUS|PHX|AA,872.0,148.0
37277,DCA|MCO|AA,759.0,147.0
37356,PHX|FAT|AA,493.0,106.0
37424,SLC|CLT|AA,1727.0,223.0
37442,PVD|PHL|AA,237.0,81.0
37476,LIH|PHX|AA,2979.0,355.0
37489,CLT|IND|AA,427.0,101.0
37547,PIT|LGA|AA,335.0,94.0
37566,PHL|DCA|AA,119.0,52.0
37594,PHX|ANC|AA,2552.0,364.0
37607,KOA|PHX|AA,2860.0,341.0
37639,FAT|PHX|AA,493.0,94.0
37725,DFW|ICT|AA,328.0,79.0
38268,ORD|SLC|AA,1250.0,207.0
38311,MIA|SLC|AA,2088.0,322.0
38558,JFK|EGE|AA,1746.0,302.0
38588,EGE|JFK|AA,1746.0,247.0
39111,PDX|CLT|AA,2282.0,278.0
39113,CLT|PVD|AA,683.0,123.0
39117,CLT|RDU|AA,130.0,49.0
39123,PHL|SEA|AA,2378.0,370.0
39124,CLT|ALB|AA,646.0,109.0
39132,CLT|SAT|AA,1095.0,193.0
39135,PHL|PVD|AA,237.0,66.0
39159,PVD|CLT|AA,683.0,148.0
39161,CLT|SYR|AA,603.0,102.0
39165,BNA|CLT|AA,328.0,75.0
39171,CLT|ILM|AA,185.0,55.0
39172,ROC|CLT|AA,573.0,134.0
39205,MSP|PHL|AA,980.0,154.0
39206,PHL|MSP|AA,980.0,178.0
39207,CLT|RIC|AA,257.0,63.0
39234,CLT|TPA|AA,507.0,95.0
39236,SAT|CLT|AA,1095.0,162.0
39238,PHL|JAX|AA,742.0,138.0
39243,CLT|PBI|AA,590.0,105.0
39250,CLT|RSW|AA,600.0,115.0
39254,PHL|IND|AA,588.0,129.0
39259,CLT|PWM|AA,813.0,125.0
40595,MIA|AUS|AA,1103.0,198.0
40661,ATL|PHL|AA,666.0,114.0
40682,CLT|ROC|AA,573.0,103.0
40700,MCI|DCA|AA,949.0,136.0
40793,PBI|DCA|AA,857.0,138.0
40811,DCA|IND|AA,500.0,114.0
40812,IND|DCA|AA,500.0,95.0
40853,ILM|CLT|AA,185.0,70.0
40892,BDL|PHL|AA,196.0,71.0
40898,PHL|LGA|AA,96.0,52.0
41700,ICT|DFW|AA,328.0,88.0
