,FLIGHT,DISTANCE,CRS_ELAPSED_TIME
109667,RSW|CVG|DL,879.0,147.0
110460,JFK|HNL|DL,4983.0,705.0
110464,JFK|AUS|DL,1521.0,270.0
110495,SYR|ATL|DL,794.0,157.0
110516,DTW|MIA|DL,1145.0,197.0
110517,LAX|LAS|DL,236.0,71.0
110532,IND|ATL|DL,432.0,95.0
110535,HSV|ATL|DL,151.0,58.0
110543,AUS|SLC|DL,1086.0,180.0
110548,MSP|DCA|DL,931.0,143.0
110549,MSY|LGA|DL,1183.0,173.0
110556,DTW|CLT|DL,500.0,106.0
110561,DTW|BDL|DL,549.0,96.0
110564,CVG|SLC|DL,1450.0,237.0
110565,MSP|FSD|DL,196.0,58.0
110574,DTW|RSW|DL,1084.0,179.0
110582,DFW|DTW|DL,986.0,158.0
110585,GEG|SLC|DL,546.0,99.0
110588,SLC|MCO|DL,1931.0,257.0
110589,MCO|SLC|DL,1931.0,301.0
110591,BUF|ATL|DL,712.0,143.0
110592,SMF|MSP|DL,1517.0,211.0
110594,DAY|ATL|DL,432.0,100.0
110595,SAT|SLC|DL,1087.0,177.0
110599,ATL|FAY|DL,331.0,74.0
110600,LAX|CMH|DL,1995.0,256.0
110617,SLC|EWR|DL,1969.0,264.0
110621,DTW|PHX|DL,1671.0,267.0
110622,SLC|BWI|DL,1865.0,245.0
110624,ATL|CAK|DL,528.0,103.0
110629,ROC|MSP|DL,783.0,160.0
110630,LAX|OGG|DL,2486.0,353.0
110632,LAX|BOS|DL,2611.0,326.0
110634,ATL|GSO|DL,306.0,78.0
110635,BZN|MSP|DL,874.0,145.0
110640,BZN|SLC|DL,347.0,81.0
110642,DTW|RDU|DL,501.0,101.0
110645,IND|LAX|DL,1814.0,295.0
110648,ILM|ATL|DL,377.0,99.0
110651,DTW|LAS|DL,1749.0,272.0
110669,ATL|PNS|DL,271.0,75.0
110674,ATL|TUS|DL,1541.0,248.0
110675,TUS|ATL|DL,1541.0,208.0
110676,SLC|BZN|DL,347.0,81.0
110677,ATL|SRQ|DL,444.0,95.0
110699,MSP|SMF|DL,1517.0,236.0
110707,BNA|DTW|DL,456.0,104.0
110711,MSP|MKE|DL,297.0,88.0
110712,MKE|MSP|DL,297.0,82.0
110714,MSP|BDL|DL,1050.0,157.0
110724,SLC|ONT|DL,558.0,110.0
110725,DEN|SLC|DL,391.0,98.0
110728,RDU|LGA|DL,431.0,105.0
110729,SEA|KOA|DL,2688.0,377.0
110734,LGA|DEN|DL,1620.0,281.0
110739,FLL|CVG|DL,932.0,158.0
110743,LAX|KOA|DL,2504.0,349.0
110745,BWI|MSP|DL,936.0,174.0
110750,ATL|ILM|DL,377.0,79.0
110751,ATL|LIT|DL,453.0,98.0
110758,RDU|DTW|DL,501.0,109.0
110759,CVG|LAS|DL,1678.0,266.0
110760,ATL|ROA|DL,357.0,86.0
110761,BOI|MSP|DL,1142.0,169.0
110764,ORD|DTW|DL,235.0,80.0
110772,CMH|LAX|DL,1995.0,309.0
110774,LAX|MEM|DL,1619.0,219.0
110775,SLC|JAC|DL,205.0,70.0
110776,JAC|SLC|DL,205.0,69.0
110777,SLC|BOI|DL,290.0,72.0
110778,BOI|SLC|DL,290.0,65.0
110780,BOS|PBI|DL,1197.0,219.0
110784,LAS|SEA|DL,867.0,167.0
110791,ATL|JAC|DL,1572.0,253.0
110792,JAC|ATL|DL,1572.0,216.0
110798,LAS|LAX|DL,236.0,80.0
110799,KOA|SEA|DL,2688.0,347.0
110814,LAX|IND|DL,1814.0,237.0
110817,CVG|FLL|DL,932.0,160.0
110823,ATL|ROC|DL,749.0,123.0
110825,DEN|DTW|DL,1123.0,166.0
110826,DTW|BUF|DL,241.0,67.0
110831,SLC|MSY|DL,1428.0,199.0
110837,DTW|MSN|DL,311.0,79.0
110854,SEA|OGG|DL,2640.0,375.0
110855,ATL|MHT|DL,952.0,152.0
110859,SLC|ABQ|DL,493.0,98.0
110864,DTW|MCO|DL,957.0,158.0
110897,MSY|MSP|DL,1039.0,167.0
110904,BWI|DTW|DL,409.0,99.0
110906,BDL|DTW|DL,549.0,121.0
110916,FAY|ATL|DL,331.0,91.0
110918,MSY|DTW|DL,926.0,151.0
110919,ABQ|ATL|DL,1269.0,184.0
110923,BDL|MSP|DL,1050.0,187.0
110926,PWM|ATL|DL,1027.0,201.0
110934,SLC|LAS|DL,368.0,89.0
110937,CLE|ATL|DL,554.0,113.0
110941,SEA|JFK|DL,2422.0,314.0
110942,ALB|MSP|DL,980.0,191.0
110946,MSP|FLL|DL,1487.0,224.0
110949,LIT|ATL|DL,453.0,89.0
110956,IND|MCO|DL,829.0,141.0
110957,MCO|IND|DL,829.0,147.0
110973,CVG|TPA|DL,773.0,138.0
110981,ATL|JAN|DL,341.0,85.0
110993,HNL|SLC|DL,2994.0,370.0
111007,DTW|PBI|DL,1086.0,186.0
111008,PBI|DTW|DL,1086.0,177.0
111026,DTW|MKE|DL,237.0,70.0
111027,MKE|DTW|DL,237.0,70.0
111029,SEA|JNU|DL,909.0,163.0
111038,TPA|LAX|DL,2158.0,332.0
111047,DTW|BNA|DL,456.0,105.0
111048,SLC|BIL|DL,387.0,81.0
111059,LAX|MIA|DL,2342.0,290.0
111088,SLC|DEN|DL,391.0,91.0
111109,MSP|PHL|DL,980.0,156.0
111113,BUF|LGA|DL,292.0,95.0
111117,MSP|ORD|DL,334.0,92.0
111118,ORD|MSP|DL,334.0,88.0
111130,BOS|MCO|DL,1121.0,208.0
111138,ATL|SEA|DL,2182.0,339.0
111161,MSP|HNL|DL,3972.0,544.0
111162,SLC|DFW|DL,989.0,160.0
111165,ATL|MYR|DL,317.0,73.0
111171,ATL|HSV|DL,151.0,55.0
111181,ATL|TYS|DL,152.0,52.0
111183,ATL|SJC|DL,2116.0,324.0
111184,SJC|ATL|DL,2116.0,263.0
111221,TYS|ATL|DL,152.0,70.0
111241,SLC|IAH|DL,1195.0,178.0
111247,LAX|LIH|DL,2615.0,368.0
111248,LIH|LAX|DL,2615.0,331.0
111256,FLL|BOS|DL,1237.0,189.0
111257,DCA|DTW|DL,405.0,98.0
111263,BOS|SLC|DL,2105.0,344.0
111282,ATL|FNT|DL,645.0,123.0
111286,OGG|SEA|DL,2640.0,335.0
111289,PDX|JFK|DL,2454.0,310.0
111315,TLH|ATL|DL,223.0,65.0
111318,FLL|MSP|DL,1487.0,231.0
111321,SLC|HNL|DL,2994.0,418.0
111325,MSP|JAC|DL,872.0,154.0
111326,JAC|MSP|DL,872.0,141.0
111339,DEN|JFK|DL,1626.0,220.0
111343,PHX|SLC|DL,507.0,100.0
111344,MSO|SLC|DL,436.0,92.0
111360,SFO|HNL|DL,2398.0,347.0
111361,HNL|SFO|DL,2398.0,320.0
111377,MSP|MSO|DL,1013.0,183.0
111399,ONT|SLC|DL,558.0,105.0
111401,SLC|SAT|DL,1087.0,160.0
111438,MSO|MSP|DL,1013.0,156.0
111442,CHA|ATL|DL,106.0,61.0
111458,DEN|CID|F9,692.0,115.0
111459,PBI|DEN|F9,1679.0,269.0
111460,TTN|RDU|F9,373.0,90.0
111461,RDU|TTN|F9,373.0,85.0
111462,TTN|ORD|F9,693.0,150.0
111463,ORD|TTN|F9,693.0,120.0
111464,TTN|MCO|F9,896.0,164.0
111465,MCO|TTN|F9,896.0,144.0
111466,ATL|MSY|F9,425.0,100.0
111467,MSY|DEN|F9,1062.0,174.0
111468,TTN|ATL|F9,701.0,145.0
111469,PBI|TTN|F9,985.0,150.0
111470,TTN|PBI|F9,985.0,170.0
111471,IAH|DEN|F9,862.0,152.0
111472,DEN|MSP|F9,680.0,116.0
111473,MSP|DEN|F9,680.0,131.0
111474,SFO|IAH|F9,1635.0,220.0
111476,LAS|MIA|F9,2174.0,270.0
111477,LAS|IAH|F9,1222.0,180.0
111478,IAH|LAS|F9,1222.0,210.0
111479,ORD|LAS|F9,1514.0,250.0
111480,DEN|ORD|F9,888.0,155.0
111481,PHL|TPA|F9,920.0,170.0
111482,TPA|PHL|F9,920.0,145.0
111483,PHL|ATL|F9,666.0,145.0
111484,ATL|PHL|F9,666.0,125.0
111485,CLT|PHL|F9,449.0,97.0
111486,PHL|CLT|F9,449.0,122.0
111487,DEN|BIS|F9,516.0,96.0
111488,BIS|DEN|F9,516.0,106.0
111489,LAS|DEN|F9,628.0,108.0
111490,DEN|MSO|F9,679.0,130.0
111491,MSO|DEN|F9,679.0,119.0
111492,MCO|LAS|F9,2039.0,325.0
111493,DEN|MSY|F9,1062.0,161.0
111494,MSY|ATL|F9,425.0,87.0
111495,ATL|TTN|F9,701.0,125.0
111498,MKE|DEN|F9,896.0,170.0
111499,DEN|ATL|F9,1199.0,175.0
111500,LAS|MKE|F9,1524.0,200.0
111501,MIA|LAS|F9,2174.0,340.0
111502,TPA|DEN|F9,1506.0,250.0
111503,DEN|PBI|F9,1679.0,217.0
111504,ORD|MIA|F9,1197.0,205.0
111506,ORD|TPA|F9,1012.0,170.0
111507,DEN|LAS|F9,628.0,126.0
111509,MCO|LAX|F9,2218.0,341.0
111510,LAS|MCO|F9,2039.0,255.0
111511,TTN|DTW|F9,464.0,106.0
111512,DTW|TTN|F9,464.0,100.0
111513,TTN|RSW|F9,1028.0,183.0
111514,RSW|TTN|F9,1028.0,159.0
111515,CLT|TTN|F9,484.0,93.0
111516,TTN|CLT|F9,484.0,110.0
111517,DEN|SEA|F9,1024.0,180.0
111518,SEA|DEN|F9,1024.0,160.0
111519,LAX|DEN|F9,862.0,136.0
111520,DEN|MIA|F9,1709.0,218.0
111521,ATL|MCO|F9,404.0,85.0
111522,MCO|ATL|F9,404.0,100.0
111523,ATL|LAX|F9,1947.0,312.0
111524,MIA|DEN|F9,1709.0,280.0
111525,MIA|PHL|F9,1013.0,170.0
111526,PHL|MIA|F9,1013.0,183.0
111527,MIA|LGA|F9,1096.0,180.0
111528,LGA|MIA|F9,1096.0,212.0
111529,ORD|DEN|F9,888.0,162.0
111530,PHX|ORD|F9,1440.0,212.0
111531,ATL|ORD|F9,606.0,130.0
111532,ORD|PHX|F9,1440.0,242.0
111533,SFO|DEN|F9,967.0,150.0
111534,DEN|SFO|F9,967.0,165.0
111536,SFO|ORD|F9,1846.0,255.0
111537,ORD|ATL|F9,606.0,125.0
111539,RSW|DEN|F9,1607.0,255.0
111540,DEN|DCA|F9,1476.0,200.0
111541,DCA|DEN|F9,1476.0,247.0
111542,DEN|DFW|F9,641.0,113.0
111543,DFW|DEN|F9,641.0,122.0
111544,ATL|DEN|F9,1199.0,218.0
111545,SLC|DEN|F9,391.0,85.0
111546,DEN|SLC|F9,391.0,88.0
111548,LAS|ATL|F9,1747.0,225.0
111553,DEN|RSW|F9,1607.0,211.0
111554,DEN|PDX|F9,991.0,170.0
111555,PDX|DEN|F9,991.0,145.0
111556,DEN|SNA|F9,846.0,149.0
111557,SNA|DEN|F9,846.0,136.0
111560,ATL|LAS|F9,1747.0,285.0
111561,STL|TPA|F9,869.0,130.0
111562,TPA|STL|F9,869.0,150.0
111563,DEN|BNA|F9,1014.0,146.0
111564,BNA|DEN|F9,1014.0,181.0
111567,DEN|LAX|F9,862.0,150.0
111568,LAX|ATL|F9,1947.0,252.0
111571,ORD|SFO|F9,1846.0,290.0
111572,LAX|ORD|F9,1744.0,245.0
111573,ORD|LAX|F9,1744.0,280.0
111574,ORD|PHL|F9,678.0,130.0
111575,PHL|ORD|F9,678.0,155.0
111577,CLE|LAS|F9,1824.0,285.0
111579,LAS|SFO|F9,414.0,100.0
111580,DEN|PHX|F9,602.0,123.0
111581,PHX|DEN|F9,602.0,110.0
111586,CVG|MCO|F9,757.0,135.0
111587,MCO|CVG|F9,757.0,131.0
111588,MCO|IND|F9,829.0,150.0
111596,DEN|IND|F9,977.0,140.0
111597,LAS|CLE|F9,1824.0,240.0
111598,IND|MCO|F9,829.0,145.0
111602,DEN|MEM|F9,872.0,140.0
111603,MEM|DEN|F9,872.0,160.0
111604,MCO|CLE|F9,895.0,150.0
111606,CLE|MCO|F9,895.0,156.0
111607,IAH|MCO|F9,854.0,135.0
111608,MCO|IAH|F9,854.0,155.0
111609,MCO|DEN|F9,1546.0,255.0
111610,DEN|MCO|F9,1546.0,205.0
111612,MCO|PHL|F9,861.0,144.0
111618,PHL|MCO|F9,861.0,170.0
111619,MCO|DTW|F9,957.0,165.0
111620,DTW|MCO|F9,957.0,170.0
111624,ORD|MCO|F9,1005.0,170.0
111625,ORD|SLC|F9,1250.0,225.0
111626,SLC|ORD|F9,1250.0,192.0
111627,TPA|ORD|F9,1012.0,179.0
111628,CVG|RSW|F9,879.0,160.0
111629,RSW|MKE|F9,1183.0,185.0
111631,STL|LAS|F9,1371.0,220.0
111632,LAS|ORD|F9,1514.0,215.0
111633,RSW|STL|F9,979.0,160.0
111635,MCO|ORD|F9,1005.0,180.0
111636,ORD|RSW|F9,1120.0,180.0
111637,RSW|ORD|F9,1120.0,195.0
111638,STL|MCO|F9,882.0,150.0
111645,LAX|MCO|F9,2218.0,285.0
111649,DEN|IAH|F9,862.0,140.0
111650,IAH|PHL|F9,1325.0,195.0
111651,PHL|IAH|F9,1325.0,245.0
111658,DEN|AUS|F9,775.0,125.0
111659,AUS|DEN|F9,775.0,133.0
111660,DEN|MKE|F9,896.0,135.0
111661,CVG|DEN|F9,1069.0,206.0
111662,LAS|CVG|F9,1678.0,220.0
111663,MKE|LAS|F9,1524.0,235.0
111665,DEN|TPA|F9,1506.0,199.0
111667,MIA|ORD|F9,1197.0,211.0
111670,LAS|STL|F9,1371.0,188.0
111671,AUS|LAS|F9,1090.0,180.0
111672,MCO|IAD|F9,758.0,127.0
111673,IAD|ATL|F9,534.0,125.0
111674,ATL|AUS|F9,813.0,160.0
111675,STL|DEN|F9,770.0,143.0
111676,DEN|BZN|F9,524.0,101.0
111677,BZN|DEN|F9,524.0,96.0
111681,MCO|STL|F9,882.0,155.0
111682,DEN|SAN|F9,853.0,151.0
111683,SAN|DEN|F9,853.0,144.0
111688,RSW|CVG|F9,879.0,140.0
111689,DFW|CVG|F9,812.0,135.0
111690,CVG|DFW|F9,812.0,165.0
111691,CVG|LAS|F9,1678.0,267.0
111692,STL|RSW|F9,979.0,145.0
111695,RDU|DEN|F9,1436.0,240.0
111696,MCI|DEN|F9,533.0,110.0
111697,DEN|MCI|F9,533.0,99.0
111698,DEN|CLE|F9,1201.0,181.0
111699,CLE|DEN|F9,1201.0,200.0
111700,DEN|DTW|F9,1123.0,160.0
111701,DTW|DEN|F9,1123.0,203.0
111702,DEN|STL|F9,770.0,120.0
111704,LAS|AUS|F9,1090.0,155.0
111705,IAD|MCO|F9,758.0,154.0
111706,AUS|ATL|F9,813.0,125.0
111707,ATL|IAD|F9,534.0,105.0
111710,TPA|CLE|F9,927.0,150.0
111711,CLE|ATL|F9,554.0,120.0
111712,ATL|MIA|F9,594.0,122.0
111713,MIA|ATL|F9,594.0,127.0
111718,DEN|CVG|F9,1069.0,155.0
111719,DEN|GSO|F9,1370.0,195.0
111726,DEN|MSN|F9,826.0,121.0
111727,MSN|DEN|F9,826.0,147.0
111731,TTN|UST|F9,801.0,160.0
111732,UST|TTN|F9,801.0,135.0
111749,RSW|CLE|F9,1025.0,162.0
111750,CLE|RSW|F9,1025.0,175.0
111751,ATL|CLE|F9,554.0,110.0
111752,ATL|LGA|F9,762.0,130.0
111753,LGA|ATL|F9,762.0,175.0
111756,DEN|OMA|F9,472.0,79.0
111757,OMA|DEN|F9,472.0,100.0
111772,DEN|DSM|F9,589.0,95.0
111773,DSM|DEN|F9,589.0,110.0
111781,SFO|PHX|F9,651.0,117.0
111786,TTN|FLL|F9,1026.0,180.0
111787,FLL|TTN|F9,1026.0,165.0
111841,PHL|RSW|F9,993.0,190.0
111842,RSW|PHL|F9,993.0,165.0
111857,IND|DEN|F9,977.0,172.0
111863,CLE|TPA|F9,927.0,170.0
111917,DTW|RSW|F9,1084.0,195.0
111918,RSW|DTW|F9,1084.0,180.0
111925,MCI|MCO|F9,1072.0,160.0
111926,MCO|MCI|F9,1072.0,190.0
111927,MCO|MKE|F9,1066.0,185.0
111929,IND|RSW|F9,945.0,165.0
111931,MKE|RSW|F9,1183.0,185.0
111948,PHX|SFO|F9,651.0,135.0
111967,RSW|IND|F9,945.0,160.0
111968,MKE|MCO|F9,1066.0,185.0
112751,SFO|LAS|F9,414.0,100.0
112841,DEN|RDU|F9,1436.0,185.0
112869,GSO|DEN|F9,1370.0,235.0
112968,IAH|SFO|F9,1635.0,273.0
115345,LAS|HNL|HA,2762.0,380.0
115359,HNL|LAS|HA,2762.0,335.0
115390,SMF|HNL|HA,2462.0,355.0
115421,HNL|SMF|HA,2462.0,315.0
115452,SEA|HNL|HA,2677.0,385.0
115483,HNL|SEA|HA,2677.0,340.0
115514,OAK|OGG|HA,2349.0,330.0
115546,OGG|OAK|HA,2349.0,300.0
115576,PDX|HNL|HA,2603.0,375.0
115607,HNL|PDX|HA,2603.0,325.0
115638,SEA|OGG|HA,2640.0,370.0
115669,OGG|SEA|HA,2640.0,320.0
115700,LAX|OGG|HA,2486.0,360.0
115731,OGG|LAX|HA,2486.0,310.0
115762,PHX|HNL|HA,2917.0,410.0
115793,HNL|PHX|HA,2917.0,360.0
115824,SFO|OGG|HA,2338.0,335.0
115855,OGG|SFO|HA,2338.0,290.0
115886,SJC|HNL|HA,2417.0,350.0
115917,HNL|SJC|HA,2417.0,305.0
115948,SJC|OGG|HA,2355.0,335.0
115979,OGG|SJC|HA,2355.0,300.0
116010,OAK|HNL|HA,2409.0,350.0
116041,HNL|OAK|HA,2409.0,315.0
116072,HNL|JFK|HA,4983.0,575.0
116110,SLC|SJC|DL,584.0,117.0
116148,LAX|TPA|DL,2158.0,264.0
116197,ATL|AVL|DL,164.0,56.0
116206,MOB|ATL|DL,302.0,69.0
116253,PHF|ATL|DL,508.0,124.0
116259,CHS|JFK|DL,636.0,129.0
116297,CLT|MSP|DL,930.0,175.0
116306,ATL|CAE|DL,192.0,59.0
116307,CAE|ATL|DL,192.0,79.0
116329,MEM|MSP|DL,700.0,137.0
116336,SAN|LAX|DL,109.0,62.0
116341,LAX|SMF|DL,373.0,90.0
116342,SMF|LAX|DL,373.0,80.0
116345,PHX|LAX|DL,370.0,82.0
116375,MSP|PSP|DL,1454.0,227.0
116402,LAX|SAN|DL,109.0,51.0
116409,ATL|CRW|DL,363.0,83.0
116413,FSD|MSP|DL,196.0,78.0
116422,SJC|MSP|DL,1576.0,233.0
116423,LGA|MKE|DL,738.0,155.0
116447,DTW|ATW|DL,296.0,80.0
116454,LAX|SJC|DL,308.0,78.0
116518,SAT|JFK|DL,1587.0,224.0
116546,ORF|DTW|DL,529.0,134.0
116548,ATL|TUL|DL,674.0,134.0
116549,TUL|ATL|DL,674.0,119.0
116575,EWR|SLC|DL,1969.0,318.0
116630,MDT|ATL|DL,620.0,134.0
116638,DTW|DFW|DL,986.0,200.0
116642,SJC|SLC|DL,584.0,112.0
116700,ATW|DTW|DL,296.0,92.0
116728,CLT|DTW|DL,500.0,112.0
116752,SLC|RNO|DL,422.0,86.0
116753,RNO|SLC|DL,422.0,84.0
116770,DTW|PVD|DL,615.0,116.0
116777,BUF|DTW|DL,241.0,85.0
116780,ATL|HDN|DL,1340.0,224.0
116781,HDN|ATL|DL,1340.0,192.0
116804,LIH|HNL|HA,102.0,32.0
116823,ITO|OGG|HA,121.0,41.0
116854,HNL|OGG|HA,100.0,39.0
116885,HNL|LIH|HA,102.0,37.0
116937,OGG|HNL|HA,100.0,35.0
116968,KOA|HNL|HA,163.0,43.0
116999,HNL|KOA|HA,163.0,46.0
117092,ITO|HNL|HA,216.0,50.0
117123,HNL|ITO|HA,216.0,53.0
117247,OGG|ITO|HA,121.0,39.0
117340,KOA|OGG|HA,84.0,35.0
117371,OGG|KOA|HA,84.0,35.0
118750,LAX|HNL|HA,2556.0,360.0
118781,HNL|LAX|HA,2556.0,320.0
119027,SFO|HNL|HA,2398.0,345.0
119057,HNL|SFO|HA,2398.0,305.0
119088,SAN|HNL|HA,2614.0,375.0
119119,HNL|SAN|HA,2614.0,325.0
120571,OGG|LIH|HA,201.0,47.0
120602,LIH|OGG|HA,201.0,47.0
121804,MYR|FLL|NK,529.0,102.0
121821,ORD|MCO|NK,1005.0,157.0
121852,MCO|ORD|NK,1005.0,185.0
121883,LAS|CLE|NK,1824.0,225.0
121915,CLE|LAS|NK,1824.0,284.0
121945,DFW|SAN|NK,1171.0,190.0
121976,SAN|DFW|NK,1171.0,164.0
122007,SAN|DEN|NK,853.0,137.0
122038,DEN|SAN|NK,853.0,148.0
122069,DTW|LAS|NK,1749.0,269.0
122100,IAH|BWI|NK,1235.0,167.0
122131,BWI|IAH|NK,1235.0,215.0
122162,DFW|FLL|NK,1119.0,163.0
122167,ORD|BWI|NK,622.0,107.0
122198,BWI|ORD|NK,622.0,139.0
122229,DTW|MCO|NK,957.0,162.0
122260,LAS|MCI|NK,1139.0,154.0
122291,MCI|DTW|NK,629.0,110.0
122322,DTW|MCI|NK,629.0,124.0
122353,MCI|LAS|NK,1139.0,179.0
122384,MCO|DTW|NK,957.0,161.0
122415,FLL|DFW|NK,1119.0,189.0
122420,ORD|RSW|NK,1120.0,167.0
122451,RSW|ORD|NK,1120.0,180.0
122482,FLL|MYR|NK,529.0,99.0
122513,MYR|BOS|NK,738.0,111.0
122544,LAX|BWI|NK,2329.0,303.0
122575,MSP|MCO|NK,1310.0,198.0
122606,MCO|ACY|NK,852.0,128.0
123715,ATL|BOS|NK,946.0,145.0
123734,DFW|ATL|NK,731.0,123.0
123765,ORD|PHX|NK,1440.0,220.0
123796,PHX|ORD|NK,1440.0,195.0
123827,LGA|FLL|NK,1076.0,195.0
123858,TPA|LBE|NK,866.0,138.0
123876,LBE|TPA|NK,866.0,140.0
123894,FLL|LGA|NK,1076.0,174.0
123926,MSP|LAS|NK,1299.0,202.0
123957,LAS|MSP|NK,1299.0,182.0
123987,CLE|TPA|NK,927.0,149.0
124018,TPA|CLE|NK,927.0,149.0
124080,RSW|LBE|NK,956.0,144.0
124093,LBE|RSW|NK,956.0,170.0
124106,LAX|CLE|NK,2052.0,265.0
124137,CLE|LAX|NK,2052.0,321.0
124168,DTW|LGA|NK,502.0,109.0
124199,LAS|DTW|NK,1749.0,236.0
124230,LGA|MYR|NK,563.0,120.0
124261,OAK|LAS|NK,407.0,83.0
124282,IND|MSP|DL,503.0,112.0
124322,GEG|MSP|DL,1175.0,185.0
124323,IAH|DTW|DL,1075.0,166.0
124355,PVD|DTW|DL,615.0,134.0
124392,XNA|ATL|DL,589.0,118.0
124399,ATL|DSM|DL,743.0,136.0
124400,DSM|ATL|DL,743.0,126.0
124418,ABE|ATL|DL,692.0,141.0
124419,BMI|ATL|DL,533.0,107.0
124420,DTW|MCI|DL,629.0,136.0
124432,LGA|CVG|DL,585.0,130.0
124433,JFK|RDU|DL,427.0,115.0
124435,ATL|ABE|DL,692.0,122.0
124457,ATL|XNA|DL,589.0,124.0
124464,ATL|BMI|DL,533.0,104.0
124466,ATL|MSN|DL,707.0,134.0
124467,MSN|ATL|DL,707.0,133.0
124468,JFK|CHS|DL,636.0,130.0
124481,DTW|STL|DL,440.0,116.0
124482,STL|DTW|DL,440.0,89.0
124484,DTW|OMA|DL,651.0,134.0
124507,DTW|PIT|DL,201.0,73.0
124568,JFK|PHL|DL,94.0,70.0
124572,SJC|LAX|DL,308.0,83.0
124584,MSP|CMH|DL,626.0,113.0
124585,CMH|MSP|DL,626.0,131.0
124588,RIC|JFK|DL,288.0,82.0
124592,JFK|DTW|DL,509.0,134.0
124611,CRW|ATL|DL,363.0,102.0
124633,BOS|CVG|DL,752.0,159.0
124634,CVG|BOS|DL,752.0,124.0
125045,PSP|MSP|DL,1454.0,213.0
125197,LGA|DFW|DL,1389.0,259.0
125263,PHL|DFW|NK,1303.0,226.0
125274,LAX|IAH|NK,1379.0,195.0
125305,IAH|LAX|NK,1379.0,210.0
125336,FLL|ACY|NK,977.0,140.0
125367,ORD|ATL|NK,606.0,117.0
125461,ORD|LGA|NK,733.0,124.0
125491,FLL|ATL|NK,581.0,108.0
125522,ATL|FLL|NK,581.0,103.0
125553,ACY|FLL|NK,977.0,160.0
125584,BOS|RSW|NK,1249.0,222.0
125615,FLL|BWI|NK,925.0,145.0
125646,LAS|SAN|NK,258.0,65.0
125677,ORD|LAS|NK,1514.0,236.0
125708,MCO|MSP|NK,1310.0,217.0
125739,ATL|TPA|NK,406.0,81.0
125770,CLE|ATL|NK,554.0,115.0
125801,TPA|FLL|NK,197.0,62.0
125832,ATL|CLE|NK,554.0,108.0
125863,TPA|ATL|NK,406.0,85.0
125894,RSW|BOS|NK,1249.0,181.0
126282,HNL|PPG|HA,2599.0,345.0
126292,PPG|HNL|HA,2599.0,325.0
126666,MCO|ATL|NK,404.0,86.0
126697,ATL|MCO|NK,404.0,80.0
126759,BOS|MYR|NK,738.0,125.0
126804,MSY|DFW|NK,447.0,98.0
126823,FLL|BQN|NK,982.0,140.0
126841,FLL|DTW|NK,1127.0,183.0
126846,BQN|FLL|NK,982.0,156.0
126864,ACY|MYR|NK,466.0,95.0
126957,PHL|LAS|NK,2176.0,336.0
126988,LAS|PHL|NK,2176.0,270.0
127081,MCO|DFW|NK,985.0,177.0
127130,OAK|DFW|NK,1457.0,197.0
127161,ORD|FLL|NK,1182.0,175.0
127248,FLL|IAG|NK,1176.0,175.0
127279,DTW|FLL|NK,1127.0,175.0
127310,CLE|FLL|NK,1062.0,174.0
127341,LAX|MSP|NK,1535.0,212.0
127403,MSP|TPA|NK,1306.0,184.0
127434,TPA|MSP|NK,1306.0,201.0
127467,RSW|DFW|NK,1017.0,172.0
127496,FLL|CLE|NK,1062.0,173.0
127527,BWI|FLL|NK,925.0,160.0
127548,BWI|LAX|NK,2329.0,352.0
127579,ATL|DFW|NK,731.0,146.0
127610,BOS|ATL|NK,946.0,180.0
127641,ACY|PBI|NK,936.0,155.0
127672,PBI|ACY|NK,936.0,135.0
127716,ACY|MCO|NK,852.0,151.0
127774,LAX|FLL|NK,2343.0,282.0
127835,DTW|DFW|NK,986.0,183.0
127866,IAH|TPA|NK,787.0,116.0
127897,TPA|IAH|NK,787.0,145.0
127990,RSW|MSP|NK,1416.0,218.0
128021,MSP|RSW|NK,1416.0,201.0
128052,MSP|LAX|NK,1535.0,237.0
128145,CLE|DFW|NK,1021.0,177.0
128176,DFW|CLE|NK,1021.0,150.0
128208,LGA|ORD|NK,733.0,148.0
128238,FLL|LAX|NK,2343.0,344.0
128269,ACY|TPA|NK,913.0,157.0
128300,PHX|MSP|NK,1276.0,183.0
128331,MSP|PHX|NK,1276.0,206.0
128362,TPA|ACY|NK,913.0,134.0
128393,MYR|ACY|NK,466.0,77.0
128424,FLL|DEN|NK,1703.0,267.0
128455,LAS|ORD|NK,1514.0,213.0
128486,SAN|LAS|NK,258.0,69.0
128548,LAS|PDX|NK,763.0,139.0
128610,IAH|ATL|NK,689.0,114.0
128641,ATL|IAH|NK,689.0,135.0
128672,DFW|MSY|NK,447.0,82.0
128715,FLL|MSY|NK,674.0,125.0
128737,MSY|IAH|NK,305.0,79.0
128768,BWI|DFW|NK,1217.0,211.0
128799,MCO|FLL|NK,177.0,59.0
128830,FLL|MCO|NK,177.0,60.0
128861,RSW|DTW|NK,1084.0,171.0
128892,IAH|MSY|NK,305.0,66.0
128923,MSY|FLL|NK,674.0,103.0
128956,DTW|RSW|NK,1084.0,174.0
129016,BWI|LAS|NK,2106.0,319.0
129047,LAS|BWI|NK,2106.0,262.0
129109,DTW|LAX|NK,1979.0,302.0
129140,LAX|DTW|NK,1979.0,244.0
129324,LAS|IAH|NK,1222.0,170.0
129354,PDX|LAS|NK,763.0,122.0
