,alpha,flight,l1_ratio
660,1e-06,LGA|DEN|UA,1.0
661,0.1,GNV|ATL|EV,0.0
662,0.1,ATL|GNV|EV,0.0
663,0.1,MDW|PHL|WN,0.0
664,1e-06,BUF|BWI|WN,1.0
665,0.1,BOS|BWI|B6,0.0
666,0.1,DFW|FLL|AA,0.0
667,0.1,MOB|ATL|EV,0.0
668,0.1,BWI|BUF|WN,0.0
669,0.1,BWI|BOS|B6,0.0
670,0.1,MSP|DCA|DL,0.0
671,0.1,ATL|MOB|EV,0.0
672,0.1,DCA|MSP|DL,0.0
673,0.1,DCA|EWR|EV,0.0
674,0.1,ORD|MSP|UA,0.0
675,0.1,SFO|SNA|WN,0.0
676,0.1,DFW|DTW|AA,0.0
677,0.1,SLC|LAS|WN,0.5
678,0.1,DTW|DFW|AA,0.0
679,1e-06,CLE|MDW|WN,0.0
680,0.1,LAS|SLC|WN,0.0
681,0.1,FLL|SJU|B6,0.0
682,1e-06,DTW|LAS|DL,1.0
683,0.1,SJU|FLL|B6,0.0
684,0.1,SNA|SFO|WN,0.0
685,0.01,DEN|MCI|WN,0.5
686,0.01,MDW|CLE|WN,0.0
687,1e-06,ALB|BWI|WN,1.0
688,0.1,SHV|ATL|EV,0.0
689,0.1,BWI|ALB|WN,0.0
690,0.1,ATL|SHV|EV,0.0
691,0.1,MCI|DEN|WN,0.0
692,0.1,LAS|DTW|DL,1.0
693,0.01,TPA|EWR|UA,0.0
694,0.1,DFW|TYS|EV,0.0
695,0.1,SAN|SLC|DL,0.0
696,0.1,EWR|TPA|UA,0.0
697,1e-06,SLC|SAN|DL,1.0
698,0.1,TYS|DFW|EV,0.0
699,0.1,SFO|HNL|UA,0.0
700,1e-06,HNL|SFO|UA,1.0
701,1e-06,SEA|DTW|DL,1.0
702,0.1,JFK|MCO|DL,0.0
703,0.1,DAL|PHX|WN,0.0
704,1e-06,DTW|SEA|DL,1.0
705,0.1,JFK|SFO|AA,0.0
706,0.1,LAX|PHL|AA,1.0
707,0.1,CLE|ORD|UA,0.0
708,0.1,SFO|CLT|AA,1.0
709,0.1,CLT|SFO|AA,0.0
710,1e-06,PHL|LAX|AA,1.0
711,0.1,PHX|DAL|WN,0.0
712,0.1,MDW|OMA|WN,0.0
713,0.1,MCO|JFK|DL,0.0
714,0.1,MSP|ORD|DL,0.0
715,0.1,SFO|JFK|AA,0.0
716,0.1,ORD|MSP|DL,0.0
717,0.1,LGA|PBI|DL,0.0
718,0.1,MCO|ORD|AA,0.0
719,0.1,FLG|PHX|OO,0.0
720,0.1,RSW|BOS|B6,0.0
721,1e-06,OMA|MDW|WN,0.0
722,1e-06,PHX|FLG|OO,0.0
723,0.1,IAH|BTR|EV,0.0
724,0.1,PHX|SMF|AA,0.0
725,0.1,PBI|LGA|DL,0.0
726,0.1,BOS|RSW|B6,0.0
727,0.1,SLC|SFO|OO,0.0
728,0.1,BTR|IAH|EV,0.0
729,0.1,SMF|PHX|AA,0.0
730,0.1,DTW|PHL|DL,0.0
731,0.1,ATL|EWR|UA,0.0
732,0.1,ORD|MCO|AA,0.0
733,0.1,ATL|FLL|WN,0.0
734,0.1,PHL|DTW|DL,0.0
735,0.1,MIA|IAH|AA,0.0
736,1e-06,BUF|ATL|DL,0.0
737,1e-06,ATL|BUF|DL,1.0
738,0.1,IAH|MIA|AA,0.0
739,1e-06,JFK|LAS|DL,1.0
740,0.1,CLT|BDL|AA,0.0
741,0.1,CLT|JAX|AA,0.0
742,1e-06,DTW|TPA|DL,1.0
743,0.1,IAH|SEA|UA,0.0
744,1e-06,JFK|SJU|DL,1.0
745,1e-06,TPA|DTW|DL,1.0
746,0.001,LAS|JFK|DL,0.0
747,1e-06,SJU|JFK|DL,1.0
748,1e-06,BDL|CLT|AA,1.0
749,0.01,SEA|IAH|UA,1.0
750,1e-06,EWR|ATL|UA,1.0
751,0.1,EWR|DFW|AA,0.0
752,0.1,FLL|ATL|WN,0.0
753,0.1,JAX|CLT|AA,0.0
754,0.1,PHX|SAN|AA,0.0
755,1e-06,SEA|PHX|AS,1.0
756,0.1,LGA|MCO|B6,0.0
757,0.01,DEN|CLT|AA,0.0
758,0.1,SMF|PDX|WN,0.0
759,1e-06,PHX|SEA|AS,1.0
760,0.1,HOU|ATL|WN,0.0
761,0.1,SAN|PHX|AA,0.0
762,0.01,CLT|DEN|AA,0.0
763,0.1,PDX|SMF|WN,0.0
764,0.1,LAS|DAL|WN,0.0
765,0.1,DFW|EWR|AA,0.0
766,0.1,RDU|DFW|AA,0.0
767,0.1,ATL|HOU|WN,0.0
768,0.1,PHX|DEN|AA,0.0
769,0.1,MCO|LGA|B6,0.0
770,0.1,SEA|SMF|AS,0.0
771,0.1,DAL|LAS|WN,0.0
772,0.1,IAH|SAN|UA,0.5
773,0.1,ATL|LGA|WN,0.0
774,0.01,SMF|SEA|AS,1.0
775,0.1,PHX|SJC|WN,0.0
776,0.1,SJC|PHX|WN,0.0
777,0.1,DFW|RDU|AA,0.0
778,0.1,DEN|PHX|AA,0.0
779,0.1,LAS|ORD|UA,0.0
780,0.1,DAL|ATL|DL,0.0
781,1e-06,ATL|DAL|DL,0.0
782,0.1,LGA|ATL|WN,0.0
783,0.1,AGS|ATL|EV,0.0
784,0.1,SMF|PHX|WN,0.0
785,0.1,SNA|SFO|OO,0.0
786,0.1,PHX|SMF|WN,0.0
787,0.1,IAD|ORD|UA,0.0
788,0.01,MKE|MSP|DL,0.0
789,0.1,MSP|MKE|DL,0.0
790,0.01,JFK|SLC|DL,1.0
791,0.1,ATL|AGS|EV,0.0
792,0.1,SMF|SFO|OO,0.0
793,1e-06,PHL|ATL|AA,1.0
794,0.1,SFO|SMF|OO,0.0
795,0.1,ORD|LAS|UA,0.0
796,0.1,ATL|PHL|AA,0.0
797,0.1,SLC|JFK|DL,0.0
798,0.1,DFW|ABQ|AA,0.0
799,0.1,LAX|FAT|OO,0.0
800,0.1,ABQ|DAL|WN,0.0
801,0.1,ABQ|DFW|AA,0.0
802,0.1,ATL|DAL|WN,0.0
803,1e-06,SAT|IAH|UA,1.0
804,0.1,DEN|MSP|WN,0.0
805,0.1,LBB|DAL|WN,0.0
806,0.1,DAB|ATL|DL,0.5
807,0.1,DAL|ATL|WN,0.0
808,0.1,IAH|SAT|UA,0.0
809,0.1,DAL|ABQ|WN,0.0
810,0.1,DAL|LBB|WN,0.0
811,0.1,DTW|BWI|DL,0.0
812,0.1,HOU|HRL|WN,0.0
813,0.1,HRL|HOU|WN,0.0
814,0.1,MSP|DEN|WN,0.0
815,0.1,DFW|SJC|AA,0.0
816,0.1,BWI|DTW|DL,0.0
817,0.1,ATL|DAB|DL,0.0
818,0.1,SFO|JFK|VX,0.0
819,0.1,DFW|IND|AA,0.0
820,1e-06,PIT|MDW|WN,0.0
821,0.1,BOS|RDU|B6,0.0
822,1e-06,IAH|JAN|EV,1.0
823,0.1,SFO|SNA|OO,0.0
824,0.1,TRI|ATL|EV,0.0
825,0.1,RDU|BOS|B6,0.0
826,1e-06,BWI|DEN|WN,1.0
827,1e-06,ISP|BWI|WN,0.0
828,0.01,SJC|DFW|AA,0.0
829,0.1,BWI|ISP|WN,0.0
830,0.1,DFW|ONT|AA,0.0
831,0.1,DTW|ELM|EV,0.0
832,0.1,IND|DFW|AA,0.0
833,0.1,MDW|PIT|WN,0.0
834,1e-06,TUL|IAH|EV,1.0
835,0.1,PHX|SEA|AA,0.0
836,0.1,PHX|SNA|AA,0.0
837,0.01,ONT|DFW|AA,1.0
838,0.1,PHX|SJC|AA,0.0
839,0.1,DEN|BWI|WN,0.0
840,0.1,SJC|PHX|AA,0.0
841,0.1,DCA|MCO|AA,0.0
842,0.1,SNA|PHX|AA,0.0
843,0.1,JFK|PBI|B6,0.0
844,0.1,MCO|DCA|AA,0.0
845,0.1,SEA|PHX|AA,0.0
846,0.1,JFK|FLL|DL,0.0
847,0.1,ATL|TRI|EV,0.0
848,0.1,FLL|JFK|DL,0.0
849,0.1,MIA|EWR|UA,0.0
850,0.1,LAS|ORD|AA,0.0
851,0.1,ORD|LAS|AA,0.0
852,0.1,JFK|SFO|VX,0.0
853,1e-06,MOB|IAH|EV,0.0
854,0.1,PHX|SFO|AA,0.0
855,0.1,PBI|JFK|B6,0.0
856,0.1,HOU|LAX|WN,0.0
857,0.1,DAL|MAF|WN,0.0
858,1e-06,ELM|DTW|EV,1.0
859,0.1,ORD|SEA|AA,0.0
860,0.1,LAX|HOU|WN,0.0
861,0.1,PHX|SFO|WN,0.0
862,0.1,SEA|ORD|AA,0.0
863,0.1,MAF|DAL|WN,0.0
864,1e-06,DEN|SNA|WN,0.0
865,0.1,EWR|MIA|UA,0.0
866,1e-06,IAH|SNA|UA,1.0
867,0.01,BOS|PHL|B6,1.0
868,1e-06,PHL|BOS|B6,1.0
869,0.1,FLL|TPA|WN,0.0
870,0.1,SFO|PHX|WN,0.0
871,0.1,SFO|PHX|AA,0.0
872,0.1,SLC|IAH|OO,0.0
873,0.1,CLT|RSW|AA,0.0
874,1e-06,JAN|IAH|EV,1.0
875,0.1,DTW|MDW|WN,0.0
876,0.1,ORD|IAD|UA,0.0
877,1e-06,RSW|CLT|AA,0.0
878,0.1,LAS|BWI|WN,0.0
879,1e-06,IAH|BOS|UA,1.0
880,0.1,TPA|FLL|WN,0.0
881,0.1,CLT|PBI|AA,0.0
882,1e-06,BWI|LAS|WN,1.0
883,0.1,ORD|SEA|UA,0.0
884,1e-06,DTW|SLC|DL,1.0
885,0.1,PBI|CLT|AA,0.0
886,1e-06,SLC|DTW|DL,1.0
887,0.01,TPA|MDW|WN,0.0
888,0.1,SEA|ORD|UA,0.0
889,0.1,PHX|LAX|OO,0.0
890,0.1,ORD|CLE|UA,0.0
891,0.1,MDW|DTW|WN,0.0
892,0.1,LAX|TUS|OO,0.0
893,1e-06,BOS|IAH|UA,1.0
894,0.01,LAX|BOS|AA,0.0
895,0.1,SNA|DEN|WN,0.0
896,0.1,TUS|LAX|OO,0.0
897,0.1,LAX|PHX|OO,0.0
898,0.01,BOS|MDW|WN,0.0
899,1e-06,MDW|TPA|WN,1.0
900,0.01,STL|DEN|WN,0.0
901,0.1,ORD|PHL|UA,0.0
902,0.1,CAE|ATL|EV,0.0
903,0.1,MCO|MSP|DL,0.0
904,0.1,ORD|TYS|EV,0.0
905,0.1,DEN|STL|WN,0.0
906,0.1,BWI|ORF|WN,0.0
907,0.1,TYS|ORD|EV,0.0
908,0.1,SEA|GEG|OO,0.0
909,0.1,PDX|SFO|AS,0.0
910,1e-06,ORF|BWI|WN,0.0
911,1e-06,MSP|MCO|DL,1.0
912,0.1,SFO|PDX|AS,0.0
913,0.1,ATL|CAE|EV,0.0
914,0.1,SEA|GEG|AS,0.0
915,0.1,LAS|CLT|AA,0.0
916,0.1,GEG|SEA|OO,0.0
917,0.1,CLT|LAS|AA,0.0
918,1e-06,ATL|OMA|DL,1.0
919,0.1,GEG|SEA|AS,0.0
920,0.1,OMA|ATL|DL,0.0
921,1e-06,SNA|IAH|UA,1.0
922,1e-06,TLH|ATL|DL,1.0
923,0.1,MDW|BOS|WN,0.0
924,0.1,PHL|ORD|UA,0.0
925,0.1,DFW|OKC|AA,0.0
926,1e-06,ATL|TLH|DL,1.0
927,0.1,OKC|DFW|AA,0.0
928,1e-06,DEN|SEA|WN,0.0
929,1e-06,LAS|DEN|UA,1.0
930,0.1,DEN|SEA|AS,0.0
931,0.01,ATL|SJU|DL,1.0
932,0.1,PBI|BOS|B6,0.0
933,1e-06,DEN|LAS|UA,1.0
934,1e-06,SJU|ATL|DL,1.0
935,0.01,SEA|DEN|AS,0.0
936,1e-06,BOS|LAX|AA,1.0
937,0.1,SEA|DEN|WN,0.0
938,0.1,DEN|OAK|WN,0.0
939,0.1,BOS|PBI|B6,0.0
940,1e-06,DEN|SEA|UA,0.0
941,0.1,ATL|AVL|EV,0.0
942,0.1,HOU|PHX|WN,0.0
943,0.1,CLT|DTW|AA,0.0
944,0.1,ATL|DCA|WN,0.0
945,0.1,DFW|CMH|AA,0.0
946,0.1,LEX|ATL|EV,0.0
947,0.1,PHX|HOU|WN,0.0
948,0.1,MFR|SFO|OO,0.0
949,0.1,ORD|STL|AA,0.0
950,0.1,SFO|MFR|OO,0.0
951,1e-06,SEA|DEN|UA,1.0
952,0.01,CMH|DFW|AA,0.0
953,1e-06,DTW|CLT|AA,1.0
954,0.1,STL|ORD|AA,0.0
955,0.1,SFO|SEA|VX,0.0
956,0.1,OAK|DEN|WN,0.0
957,0.1,DTW|ORD|DL,0.0
958,0.1,CLT|BNA|AA,0.0
959,0.1,EWR|FLL|B6,0.0
960,0.1,DCA|ATL|WN,0.0
961,1e-06,IAH|MOB|EV,0.0
962,0.1,IAH|LIT|EV,0.0
963,0.01,ORD|DTW|DL,0.0
964,0.1,PHX|TUS|OO,0.0
965,0.1,FLL|EWR|B6,0.0
966,0.1,TUS|PHX|OO,0.0
967,0.1,AVL|ATL|EV,0.0
968,1e-06,MSP|PDX|DL,1.0
969,0.1,BNA|CLT|AA,0.0
970,0.1,ONT|LAS|WN,0.0
971,0.1,CLE|DCA|EV,0.0
972,0.1,DFW|ACT|EV,0.0
973,0.1,MCO|HOU|WN,0.5
974,0.1,SEA|SFO|VX,0.0
975,0.1,AUS|HOU|WN,0.0
976,0.1,ACT|DFW|EV,0.0
977,0.1,IAH|TUL|EV,0.0
978,0.01,LGA|TPA|DL,0.0
979,0.1,EWR|PWM|EV,0.0
980,0.1,EWR|CHS|EV,0.0
981,0.1,IAH|FLL|UA,0.0
982,1e-06,SJU|MCO|WN,1.0
983,0.01,PDX|MSP|DL,0.0
984,0.1,ATL|LEX|EV,0.0
985,0.1,FLL|DCA|B6,0.0
986,0.1,HOU|SAT|WN,0.0
987,0.1,MCO|SJU|WN,0.0
988,0.1,MIA|JFK|DL,0.0
989,1e-06,FLL|IAH|UA,0.0
990,0.1,LAX|HNL|DL,0.0
991,0.1,LAX|HNL|UA,0.0
992,0.1,MSP|GFK|OO,0.0
993,0.1,DCA|FLL|B6,0.0
994,1e-06,CLT|MSY|AA,1.0
995,0.1,HNL|LAX|DL,1.0
996,0.001,ATL|GRR|DL,1.0
997,0.1,MCO|PIT|WN,0.0
998,0.1,SAT|HOU|WN,0.0
999,1e-06,GRR|ATL|DL,1.0
1000,0.01,DCA|IAH|UA,1.0
1001,0.1,EWR|BOS|B6,0.0
1002,0.1,TPA|LGA|DL,0.0
1003,0.1,LAS|ONT|WN,0.0
1004,0.1,JFK|MIA|DL,0.0
1005,0.1,IAH|TPA|UA,0.0
1006,0.1,BOS|EWR|B6,0.0
1007,0.1,HOU|AUS|WN,0.0
1008,1e-06,SLC|BOI|OO,1.0
1009,1e-06,DEN|PDX|WN,1.0
1010,0.01,PIT|MCO|WN,0.0
1011,0.1,HOU|MCO|WN,0.0
1012,1e-06,PHX|IAH|UA,1.0
1013,1e-06,HNL|LAX|UA,1.0
1014,0.1,CLT|RIC|AA,0.0
1015,0.1,IAH|DCA|UA,0.0
1016,0.1,BOI|SLC|OO,0.0
1017,1e-06,PDX|DEN|WN,1.0
1018,0.1,CHS|EWR|EV,0.0
1019,0.1,SFO|DEN|WN,0.0
1020,0.1,DEN|SFO|WN,0.0
1021,0.1,GFK|MSP|OO,0.0
1022,0.1,RIC|CLT|AA,0.0
1023,0.1,ORD|DEN|AA,0.0
1024,0.1,DEN|ORD|AA,0.0
1025,0.1,ORD|SLC|OO,0.0
1026,1e-06,SAN|ORD|AA,1.0
1027,0.1,ORD|SAN|AA,0.0
1028,1e-06,TPA|IAH|UA,1.0
1029,0.1,MSP|STL|DL,0.0
1030,0.1,STL|MSP|DL,0.0
1031,0.1,IAH|PHX|UA,0.0
1032,0.01,HOU|LAS|WN,1.0
1033,1e-06,SFO|DTW|DL,1.0
1034,0.1,LAS|LAX|DL,0.0
1035,0.1,LAX|LAS|DL,0.0
1036,0.1,DAY|ATL|DL,1.0
1037,0.01,DTW|SFO|DL,1.0
1038,0.1,MCO|DCA|B6,0.0
1039,0.1,ATL|DAY|DL,0.0
1040,0.1,LAX|PDX|DL,0.0
1041,0.1,MSP|MCI|DL,0.0
1042,0.1,BOS|JFK|DL,0.0
1043,0.1,MCI|MSP|DL,0.0
1044,0.1,DCA|MCO|B6,0.0
1045,1e-06,JFK|SEA|DL,1.0
1046,0.1,SEA|JFK|DL,0.0
1047,0.1,PDX|LAX|DL,0.0
1048,0.1,JFK|BOS|DL,0.0
1049,0.1,LAS|HOU|WN,0.0
1050,0.1,SMF|DFW|AA,0.0
1051,0.1,DFW|PDX|AA,0.0
1052,0.1,PDX|SEA|OO,0.0
1053,0.1,SEA|PDX|OO,0.0
1054,0.1,PHL|TPA|AA,1.0
1055,0.1,PHX|MSP|AA,0.0
1056,0.1,LAX|SMF|OO,0.0
1057,0.01,IDA|SLC|OO,1.0
1058,0.1,DCA|CLE|EV,0.0
1059,0.1,MSY|CLT|AA,0.0
1060,0.01,SLC|IDA|OO,0.0
1061,0.1,PDX|DFW|AA,0.0
1062,0.1,SBN|DTW|OO,0.0
1063,0.1,MSP|PHX|AA,0.0
1064,0.1,IAH|SLC|OO,0.0
1065,0.1,ORD|ATL|UA,0.0
1066,0.1,MCO|IAD|UA,0.0
1067,0.1,DFW|SMF|AA,0.0
1068,0.1,PDX|PHX|AA,0.0
1069,0.1,HNL|LAX|AA,0.0
1070,1e-06,PHX|DEN|UA,1.0
1071,0.1,LAX|HNL|AA,0.0
1072,0.1,IAH|IAD|UA,0.0
1073,0.01,SFO|PHL|AA,0.0
1074,0.1,LIH|OGG|HA,0.0
1075,0.1,DEN|AUS|WN,0.0
1076,0.1,SLC|ORD|OO,0.0
1077,0.1,ATL|CAK|DL,0.0
1078,0.1,MCO|BNA|WN,0.0
1079,0.1,BOS|TPA|B6,0.0
1080,0.1,SJC|ONT|WN,0.0
1081,1e-06,SEA|ANC|DL,1.0
1082,0.1,ONT|SJC|WN,0.0
1083,1e-06,CAK|ATL|DL,1.0
1084,1e-06,DEN|PDX|UA,1.0
1085,0.1,TPA|BOS|B6,0.0
1086,1e-06,ANC|SEA|DL,1.0
1087,1e-06,PDX|DEN|UA,1.0
1088,0.1,ORD|ICT|OO,0.0
1089,0.1,SFO|BOI|OO,0.0
1090,0.1,PHL|SFO|AA,0.0
1091,0.1,AUS|IAH|UA,0.0
1092,0.1,MCO|PVD|WN,0.0
1093,0.1,OGG|LIH|HA,0.0
1094,0.1,PHX|PDX|AA,0.0
1095,0.1,PHL|FLL|AA,0.0
1096,0.1,IAD|MCO|UA,0.5
1097,0.1,BNA|MCO|WN,0.0
1098,0.1,BOI|SFO|OO,0.0
1099,0.1,FLL|PHL|AA,0.0
1100,0.1,SFO|OGG|UA,0.0
1101,0.1,FLL|LGA|NK,0.0
1102,0.1,LGA|FLL|NK,0.0
1103,0.1,STL|MCO|WN,0.0
1104,0.01,TPA|PHL|AA,0.0
1105,0.01,PVD|MCO|WN,0.0
1106,0.1,LAS|MCI|WN,0.0
1107,1e-06,OGG|SFO|UA,1.0
1108,0.1,SMF|LAX|OO,0.0
1109,0.1,LAS|ABQ|WN,0.0
1110,0.1,AUS|DEN|WN,0.0
1111,0.1,MCO|STL|WN,0.0
1112,0.1,DAL|LAX|WN,0.0
1113,1e-06,MCI|LAS|WN,1.0
1114,0.1,PWM|EWR|EV,0.0
1115,0.1,ABQ|LAS|WN,0.0
1116,1e-06,DEN|PHX|UA,0.0
1117,0.01,DEN|SMF|WN,0.0
1118,0.1,ICT|ORD|OO,0.0
1119,0.1,CHA|ATL|EV,0.0
1120,1e-06,MLB|ATL|DL,0.0
1121,1e-06,SMF|DEN|WN,1.0
1122,0.1,ATL|MLB|DL,0.0
1123,0.1,SBA|LAX|OO,0.0
1124,0.1,LAX|DAL|WN,0.0
1125,0.1,LAX|SJC|DL,0.0
1126,0.1,SLC|PHX|AA,0.0
1127,0.1,LAX|SBA|OO,0.0
1128,1e-06,LFT|IAH|EV,0.0
1129,0.1,LAX|LAS|VX,0.0
1130,0.1,BNA|DTW|DL,0.0
1131,1e-06,DTW|BNA|DL,1.0
1132,0.1,SJC|LAX|DL,0.0
1133,0.1,LIT|IAH|EV,0.0
1134,0.1,TPA|JFK|B6,0.0
1135,0.1,EWR|MIA|AA,0.0
1136,0.1,MIA|EWR|AA,0.0
1137,0.1,DTW|SBN|OO,0.0
1138,0.1,SAT|LAS|WN,0.0
1139,0.1,DAL|LGA|WN,0.0
1140,0.1,JFK|TPA|B6,0.0
1141,0.1,DFW|ELP|AA,0.0
1142,0.1,BUF|BOS|B6,0.0
1143,0.1,DEN|BNA|WN,0.0
1144,1e-06,BNA|DEN|WN,0.0
1145,1e-06,BOS|BUF|B6,1.0
1146,0.1,PHX|AUS|WN,0.0
1147,1e-06,DTW|CLT|DL,0.0
1148,1e-06,LGA|DAL|WN,0.0
1149,0.1,DEN|ATL|WN,0.0
1150,0.1,LAS|LAX|VX,0.0
1151,0.1,PHX|JFK|AA,0.0
1152,0.1,SBP|LAX|OO,0.0
1153,1e-06,CLT|DTW|DL,1.0
1154,0.1,ELP|DAL|WN,0.0
1155,0.1,ATL|MSY|WN,0.0
1156,0.1,LAS|SAT|WN,0.0
1157,1e-06,SAN|IAH|UA,1.0
1158,0.1,JFK|PHX|AA,0.0
1159,1e-06,PHX|DTW|DL,1.0
1160,0.1,PHX|SLC|AA,0.0
1161,0.1,AUS|PHX|WN,0.0
1162,0.1,DFW|PIT|AA,0.0
1163,1e-06,DTW|PHX|DL,1.0
1164,0.1,DTW|BDL|DL,0.0
1165,0.1,LAX|SBP|OO,0.0
1166,0.1,FWA|ATL|OO,0.0
1167,1e-06,BDL|DTW|DL,1.0
1168,0.1,ATL|FWA|OO,0.0
1169,0.1,DAL|ELP|WN,0.0
1170,0.1,ACV|SFO|OO,0.0
1171,0.1,PIT|DFW|AA,0.0
1172,0.1,DAL|BWI|WN,0.0
1173,0.1,TPA|BNA|WN,0.0
1174,0.1,MCO|PHL|WN,0.0
1175,0.1,PHL|MCO|WN,0.0
1176,0.1,BNA|TPA|WN,0.0
1177,1e-06,DCA|DAL|WN,1.0
1178,1e-06,BWI|DAL|WN,1.0
1179,0.1,DFW|MEM|AA,0.0
1180,0.1,IAH|AUS|UA,0.0
1181,1e-06,ATL|DEN|WN,1.0
1182,0.1,LGA|RIC|EV,0.0
1183,0.1,STL|EWR|EV,0.0
1184,0.1,BWI|RSW|WN,1.0
1185,0.01,IAH|MAF|EV,0.0
1186,0.1,RSW|BWI|WN,0.0
1187,0.1,LAS|PDX|WN,0.0
1188,0.1,PDX|LAS|WN,0.0
1189,0.1,EWR|ORF|EV,0.0
1190,0.1,DAL|DCA|WN,0.0
1191,0.1,MSY|ATL|WN,0.0
1192,0.1,FAT|LAX|OO,0.0
1193,0.1,SFO|ACV|OO,0.0
1194,0.1,MEM|DFW|AA,0.0
1195,0.1,RIC|LGA|EV,0.0
1196,0.01,SGU|SLC|OO,1.0
1197,0.1,LAX|AUS|AA,0.0
1198,0.1,HOU|CRP|WN,0.0
1199,0.1,ELP|DFW|AA,0.0
1200,0.1,LGB|LAS|B6,0.0
1201,0.1,AUS|LAX|AA,0.0
1202,0.1,SLC|SGU|OO,0.0
1203,0.1,PSP|SFO|OO,0.0
1204,0.1,LAS|LGB|B6,0.0
1205,0.1,STL|BWI|WN,0.0
1206,0.1,OKC|HOU|WN,0.0
1207,0.1,IAH|PNS|EV,0.0
1208,0.1,HOU|BNA|WN,0.0
1209,0.1,HOU|STL|WN,0.0
1210,0.1,EWR|BTV|EV,0.0
1211,0.1,LAS|DEN|F9,0.0
1212,0.1,DEN|LAS|F9,0.5
1213,0.1,DEN|MCO|WN,0.0
1214,0.1,ORF|EWR|EV,0.0
1215,0.1,CRP|HOU|WN,0.0
1216,0.1,SHV|IAH|EV,1.0
1217,1e-06,DEN|DFW|UA,1.0
1218,0.1,SJC|PDX|WN,0.0
1219,1e-06,MAF|IAH|EV,1.0
1220,1e-06,MCO|DEN|WN,1.0
1221,0.1,BUF|EWR|EV,0.0
1222,0.1,AMA|DAL|WN,0.0
1223,0.1,ATL|AEX|EV,0.0
1224,1e-06,PHL|LAS|AA,1.0
1225,0.1,AEX|ATL|EV,0.0
1226,0.1,LAS|PHL|AA,0.0
1227,0.1,ATL|SBN|OO,0.0
1228,1e-06,IAH|LFT|EV,1.0
1229,0.1,BNA|HOU|WN,0.0
1230,0.1,PDX|SJC|WN,0.0
1231,1e-06,ATL|LAS|WN,1.0
1232,0.1,PHL|MSP|DL,0.0
1233,0.1,FAT|SFO|OO,0.0
1234,0.1,PHX|ELP|WN,0.0
1235,0.1,JFK|TPA|DL,0.0
1236,0.1,TPA|JFK|DL,0.0
1237,0.1,PIT|BOS|B6,0.0
1238,0.1,DAL|AMA|WN,0.0
1239,0.1,MSP|PHL|DL,0.0
1240,0.01,BOS|PIT|B6,0.0
1241,0.1,STL|HOU|WN,0.0
1242,0.1,STL|MCI|WN,0.0
1243,0.1,ORD|RDU|AA,0.0
1244,0.1,MCI|STL|WN,0.0
1245,0.1,BTV|EWR|EV,0.0
1246,1e-06,PDX|ORD|UA,1.0
1247,0.1,RIC|BOS|B6,0.0
1248,0.1,DHN|ATL|EV,0.0
1249,0.1,SNA|ORD|AA,0.0
1250,0.1,BOS|RIC|B6,0.0
1251,0.1,ELP|PHX|WN,0.0
1252,1e-06,LAS|ATL|WN,0.0
1253,0.1,ORD|SNA|AA,0.0
1254,0.1,ATL|DHN|EV,0.0
1255,1e-06,DEN|BOS|UA,1.0
1256,0.1,RDU|ORD|AA,0.0
1257,0.1,BWI|STL|WN,0.0
1258,0.1,CMH|BWI|WN,0.0
1259,0.01,BWI|CMH|WN,0.0
1260,0.1,SFO|PSP|OO,0.0
1261,0.1,MIA|LAS|AA,0.0
1262,0.1,EYW|ATL|DL,0.0
1263,0.1,HOU|OKC|WN,0.0
1264,0.01,IAH|BHM|EV,1.0
1265,0.01,MDW|SAN|WN,0.0
1266,1e-06,STL|LAS|WN,1.0
1267,0.1,ORD|PDX|UA,0.0
1268,1e-06,SAN|ORD|UA,1.0
1269,0.1,MIA|STT|AA,0.0
1270,1e-06,BOS|DEN|UA,1.0
1271,1e-06,SAN|MDW|WN,0.0
1272,0.1,DTW|DEN|DL,0.0
1273,0.1,STT|MIA|AA,0.0
1274,0.1,JFK|BOS|AA,0.0
1275,0.1,DEN|DTW|DL,0.0
1276,0.1,ATL|EYW|DL,0.0
1277,1e-06,SLC|LGB|OO,0.0
1278,0.001,LGB|SLC|OO,1.0
1279,0.1,LAS|STL|WN,0.0
1280,0.1,MRY|LAX|OO,0.0
1281,0.1,EWR|BUF|EV,0.0
1282,0.1,ORD|SAN|UA,0.0
1283,0.1,FAT|DEN|OO,0.0
1284,0.1,LAX|MRY|OO,0.0
1285,0.1,LAS|MIA|AA,0.0
1286,1e-06,IAH|SHV|EV,0.0
1287,0.1,ORD|PHX|UA,0.0
1288,1e-06,SEA|FAI|AS,1.0
1289,0.1,RAP|MSP|OO,0.0
1290,0.1,EWR|STL|EV,0.0
1291,0.1,SEA|LAS|WN,0.0
1292,0.001,FAI|SEA|AS,1.0
1293,1e-06,PHX|ORD|UA,0.0
1294,1e-06,MSP|SAN|DL,1.0
1295,0.1,IAH|CRP|EV,1.0
1296,0.1,PHX|SEA|WN,0.0
1297,0.1,ATL|CHA|EV,0.0
1298,0.1,PNS|IAH|EV,0.0
1299,0.1,CRW|ATL|EV,0.0
1300,0.1,LAS|SEA|WN,0.0
1301,0.1,BOS|JFK|AA,0.0
1302,1e-06,SAN|MSP|DL,1.0
1303,1e-06,DEN|SNA|UA,1.0
1304,0.1,HOU|DCA|WN,0.0
1305,0.01,SDF|MDW|WN,1.0
